center_lat,center_lon,end_date,flood_id,primary_country,severity,start_date
-35.805428,173.92898,1184284800000,3127,New Zealand,1.5,1184025600000
27.577302,95.262997,1191974400000,3128,India,1.0,1184198400000
43.090135,88.211962,1186099200000,3132,China,1.0,1184371200000
24.098428,100.163684,1186963200000,3134,China,1.0,1184716800000
23.916419,91.233643,1192406400000,3136,Bangladesh,1.0,1184976000000
52.071957,-2.101931,1185753600000,3137,UK,1.5,1184976000000
-3.279537,120.198324,1186012800000,3141,Indonesia,1.0,1185321600000
27.777213,84.080127,1191283200000,3143,Nepal,1.0,1185148800000
-34.09063,19.575347,1186012800000,3144,South Africa,1.0,1185494400000
11.453236,-4.386466,1185926400000,3145,Burkina Faso,1.0,1185580800000
8.331411,34.499977,1191542400000,3146,Ethiopia,1.0,1185667200000
12.342909,108.198166,1187308800000,3149,Vietnam,1.5,1186099200000
20.452499,86.19782,1188172800000,3150,India,1.0,1186099200000
10.292106,11.74837,1192924800000,3151,Nigeria,1.0,1186185600000
16.546328,-11.322438,1188950400000,3153,Mauritania,1.0,1186444800000
22.682373,70.925042,1187136000000,3160,India,1.0,1186531200000
36.36925,118.71867,1186876800000,3161,China,1.0,1186617600000
26.019152,68.825675,1186963200000,3162,Pakistan,1.0,1186704000000
31.238835,76.526785,1187308800000,3164,India,1.0,1186876800000
35.951294,74.338164,1187049600000,3165,Pakistan,1.0,1186876800000
13.037658,0.612005,1191974400000,3166,Ghana,1.5,1185408000000
9.644602,15.109633,1187136000000,3167,Chad,1.0,1186617600000
13.279945,105.882012,1187913600000,3168,Cambodia,1.5,1186704000000
16.962415,95.17279,1191456000000,3169,Burma,1.0,1187049600000
0.88127,34.275893,1193788800000,3170,Uganda,1.5,1187136000000
36.862195,-94.637911,1188172800000,3171,USA,1.5,1187222400000
11.543839,19.049369,1191196800000,3179,Chad,1.0,1188000000000
15.474457,-13.967824,1190246400000,3180,Senegal,1.0,1188518400000
2.978113,45.426922,1191456000000,3183,Somalia,1.0,1188604800000
21.846197,-98.494275,1189555200000,3184,Nicaragua,1.0,1188864000000
16.81984,102.480218,1194652800000,3188,Thailand,1.0,1188950400000
15.706741,79.877978,1191715200000,3191,India,1.0,1189900800000
46.25748,14.032553,1190246400000,3193,Slovenia,1.0,1190073600000
20.909634,86.403285,1191801600000,3195,India,1.0,1190419200000
34.945481,5.788494,1190592000000,3197,Algeria,1.0,1190332800000
-30.251602,-52.671442,1191283200000,3198,Brazil,1.0,1190592000000
20.931615,-97.850589,1191196800000,3199,Mexico,1.0,1190937600000
10.984041,-85.437919,1193356800000,3205,Costa Rica,1.0,1192147200000
24.721405,93.970474,1193184000000,3208,India,1.5,1192579200000
11.010928,105.514427,1195171200000,3210,Vietnam,1.0,1192838400000
7.893549,-74.906313,1197244800000,3212,Colombia,1.0,1191196800000
-4.367631,15.381497,1193788800000,3214,Democratic Republic of Congo,1.0,1193270400000
13.357486,123.381184,1193961600000,3216,Philippines,1.0,1193443200000
12.725021,79.700186,1193875200000,3217,India,1.0,1193443200000
18.877688,-70.37761,1194652800000,3218,Dominican Republic,1.0,1193529600000
16.320817,107.359696,1194566400000,3219,Vietnam,1.0,1193529600000
17.669263,-92.412998,1196467200000,3220,Mexico,1.5,1193529600000
34.823387,3.241937,1193961600000,3221,Algeria,1.0,1193702400000
22.610398,90.150761,1196467200000,3226,Bangladesh,1.0,1195084800000
-2.153931,40.249179,1197763200000,3235,Kenya,1.0,1195603200000
-26.920707,145.666659,1197849600000,3237,Australia,1.0,1196467200000
18.931619,-71.02997,1197849600000,3239,Dominican Republic,1.0,1197331200000
-19.063406,34.356451,1199318400000,3242,Mozambique,1.0,1197331200000
7.721921,81.39874,1199145600000,3243,Sri Lanka,1.0,1197763200000
-17.662221,-65.301452,1198800000000,3246,Bolivia,1.0,1197676800000
-30.29325,148.213152,1199059200000,3247,Australia,1.0,1198281600000
-7.54216,111.332593,1199318400000,3249,Indonesia,1.5,1198540800000
-6.224835,106.827557,1199577600000,3251,Indonesia,1.0,1199232000000
-28.442729,152.869795,1199836800000,3252,Australia,1.5,1199318400000
6.905842,81.75742,1200441600000,3254,Sri Lanka,1.0,1199664000000
-24.495664,-47.877655,1201305600000,3256,Brazil,1.0,1200096000000
-20.398572,144.558883,1201824000000,3257,Australia,2.0,1200268800000
52.91582,-1.647855,1201305600000,3259,UK,2.0,1200355200000
-1.247285,-79.65779,1209600000000,3263,Ecuador,2.0,1201651200000
-10.111158,-73.012376,1210118400000,3267,Peru,1.0,1202083200000
40.85066,-86.837365,1202774400000,3268,USA,1.5,1202256000000
-22.464671,149.539448,1203984000000,3270,Australia,2.0,1202860800000
-6.260593,107.286313,1205452800000,3271,Indonesia,1.0,1202947200000
-14.955531,23.793937,1209600000000,3272,Zambia,1.0,1202515200000
8.535518,125.935234,1205280000000,3273,Philippines,1.0,1202774400000
-18.692889,46.898414,1204675200000,3274,Madagascar,1.0,1203206400000
32.110967,-7.113617,1204156800000,3279,Morocco,1.0,1203984000000
-7.126871,112.368479,1207180800000,3280,Indonesia,1.0,1204329600000
39.414227,106.735298,1207008000000,3282,China,1.5,1204502400000
36.22662,-89.152166,1209686400000,3285,USA,1.5,1205712000000
2.826905,37.67228,1207094400000,3287,Kenya,1.0,1205971200000
-5.359342,-42.68427,1208822400000,3291,Brazil,1.0,1206835200000
-8.546018,36.457048,1210896000000,3294,Tanzania,1.0,1207872000000
-31.891221,152.547733,1209254400000,3297,Australia,1.0,1208995200000
52.152966,-81.961098,1209600000000,3298,Canada,1.0,1209168000000
46.35384,-67.344537,1210118400000,3300,USA,1.5,1209081600000
30.865786,113.026318,1209945600000,3301,China,1.0,1209686400000
16.821377,95.971541,1211414400000,3302,Burma,1.5,1209772800000
7.095196,124.997828,1211068800000,3305,Philippines,1.0,1210377600000
60.500484,130.539955,1211673600000,3306,Russia,1.0,1210550400000
6.634685,-74.070085,1211932800000,3311,Columbia,1.0,1211846400000
26.399977,93.754969,1211932800000,3312,India,1.0,1211587200000
-30.912895,29.870449,1214092800000,3323,South Africa,1.5,1213833600000
23.542432,112.303824,1214524800000,3325,China,1.5,1214265600000
25.241123,90.120056,1215993600000,3327,India,1.5,1215216000000
35.5,6.15,1215734400000,3331,Mexico,1.5,1215302400000
21.359684,-98.14869,1216166400000,3332,Algeria,1.0,1216080000000
29.795554,-102.791302,1217289600000,3336,Mexico,2.0,1216598400000
27.49945,89.78715,1218153600000,3338,India,2.0,1216512000000
23.346289,120.975437,1217289600000,3339,Philippines,2.0,1217203200000
64.276859,-151.020483,1218412800000,3340,USA,2.0,1217376000000
32.555928,114.4146,1218153600000,3345,China,2.0,1217203200000
9.288888,15.454963,1218153600000,3348,Chad,1.0,1217635200000
16.652289,81.380061,1218412800000,3356,India,1.5,1217894400000
30.738475,72.634688,1219190400000,3359,Pakistan,1.5,1218240000000
17.310893,103.661002,1219190400000,3360,Thailand,2.0,1218412800000
26.950613,84.923215,1222214400000,3365,Nepal,2.0,1219017600000
29.657004,-82.858657,1219881600000,3366,USA,2.0,1219190400000
7.584802,33.314626,1219881600000,3367,Ethiopia,1.5,1219190400000
9.233101,18.350292,1219622400000,3368,Chad,1.5,1216512000000
31.341302,-92.492978,1220313600000,3370,USA,1.5,1220227200000
25.028785,90.210026,1220832000000,3371,Bangladesh,1.5,1220054400000
27.044183,94.55033,1220832000000,3372,India,1.5,1220054400000
20.95224,84.406372,1222646400000,3382,India,2.0,1222041600000
30.521816,78.938377,1222646400000,3383,Nepal,2.0,1222041600000
17.821344,103.176582,1223078400000,3384,Thailand,1.5,1221091200000
4.0,41.9,1224115200000,3394,Kenya,1.0,1223942400000
0.82945,43.05953,1227139200000,3404,Ethiopia,1.0,1226793600000
-33.011852,20.903477,1226880000000,3405,South Africa,1.0,1226448000000
8.57029,80.799315,1228348800000,3413,Sri Lanka,2.0,1227312000000
8.998918,-74.231814,1229212800000,3421,UK,1.0,1229126400000
7.080294,-58.576642,1231718400000,3422,Columbia,1.5,1229126400000
-3.329274,103.139065,1230422400000,3425,Indonesia,1.0,1230249600000
-22.923757,34.027698,1231718400000,3426,Mozambique,1.0,1230249600000
8.447826,125.039978,1232323200000,3427,Philippines,1.0,1230422400000
-16.596371,-44.891115,1232064000000,3436,Brazil,1.0,1231372800000
7.121116,124.958334,1233014400000,3437,Philippines,1.0,1232409600000
-17.688355,46.519178,1233014400000,3441,Madagascar,1.0,1232928000000
9.897,122.968272,1234396800000,3444,Philippines,1.0,1233532800000
32.655173,-6.1614,1234137600000,3445,Morocco,2.0,1233964800000
19.28092,-70.083294,1234396800000,3446,Dominican Republic,1.5,1233446400000
-24.148411,-64.291696,1234396800000,3448,Argentina,1.5,1233964800000
4.36564,-76.514393,1234742400000,3452,Colombia,1.5,1234396800000
-9.840357,14.147469,1234828800000,3454,Angola,1.0,1234656000000
-18.759929,-62.617998,1234742400000,3457,Bolivia,1.0,1233446400000
-17.076028,16.678415,1236556800000,3462,Angola,1.0,1236124800000
48.249115,-97.030805,1237420800000,3464,USA,1.0,1237248000000
-1.20654,100.730585,1240185600000,3465,Indonesia,2.0,1237852800000
-18.75993,24.230467,1238112000000,3467,Zambia,1.0,1238112000000
29.670077,-95.515298,1240790400000,3474,USA,1.0,1239926400000
65.435109,-142.302224,1242259200000,3476,USA,2.0,1240358400000
22.163962,89.086148,1242345600000,3485,Bangladesh,1.5,1240185600000
13.417883,-88.641921,1245628800000,3490,Guatamala,1.0,1245369600000
-16.698427,23.311965,1246147200000,3493,Botswana,1.5,1245542400000
20.674,104.302,1246406400000,3494,Vietnam,1.0,1241913600000
25.256217,89.086147,1246838400000,3495,Bangladesh,1.0,1246579200000
27.481004,93.821488,1246838400000,3496,India,1.0,1246579200000
7.651799,125.366552,1249344000000,3518,Philippines,1.5,1248480000000
26.817651,94.142952,1251331200000,3530,India,1.0,1250553600000
14.576204,-16.8108,1251244800000,3531,Senegal,1.0,1251072000000
16.454005,2.936762,1251849600000,3534,Mauritania,1.0,1249862400000
41.089986,28.950479,1252540800000,3536,Turkey,2.0,1252281600000
18.525716,-95.31119,1253318400000,3543,Mexico,2.0,1252540800000
34.364587,-84.840386,1254096000000,3544,USA,1.5,1253491200000
15.708107,78.232999,1255305600000,3551,India,2.0,1253836800000
17.57569,121.422102,1255737600000,3552,Philippines,2.0,1254441600000
29.81192,80.763928,1255305600000,3553,Nepal,2.0,1254614400000
5.543563,6.509699,1256515200000,3555,Nigeria,1.0,1255996800000
-25.09294,-56.273697,1256688000000,3559,Paraguay,1.0,1256515200000
35.159532,-83.746543,1258070400000,3567,USA,1.0,1257811200000
-32.991891,-59.049562,1258848000000,3572,Argentina,1.0,1258156800000
-31.256979,-56.47781,1260230400000,3577,Uruguay,1.5,1258761600000
-30.950818,149.05823,1263340800000,3590,Australia,1.5,1262304000000
41.466448,20.082834,1263340800000,3591,Albania,1.5,1262563200000
19.943334,-99.003563,1266019200000,3602,Mexico,1.0,1264464000000
41.160287,27.338848,1266624000000,3607,Bulgaria,1.0,1266019200000
-26.215529,147.95605,1268784000000,3615,Australia,2.0,1267315200000
-16.091808,27.736857,1268784000000,3616,Zambia,1.0,1267401600000
32.893941,-86.379527,1268784000000,3622,USA,1.0,1268179200000
41.364394,-78.119123,1269388800000,3625,USA,1.0,1268179200000
39.486607,-74.872978,1269993600000,3629,USA,2.0,1269648000000
56.65203,24.797712,1269993600000,3630,Latvia,1.0,1269648000000
22.152795,89.509928,1270598400000,3633,Bangladesh,1.0,1269648000000
43.466699,21.715692,1271894400000,3635,Serbia,1.0,1271721600000
26.316584,91.862265,1271808000000,3636,India,2.0,1271548800000
20.262252,-75.383247,1271808000000,3637,Cuba,1.0,1271462400000
-18.694176,23.231189,1271808000000,3639,Namibia,1.0,1271376000000
-2.681959,113.972187,1272758400000,3640,Indonesia,1.0,1271376000000
14.034428,44.310369,1273104000000,3642,Yemen,1.0,1273017600000
34.383924,62.2514,1273795200000,3643,Afghanistan,1.0,1272931200000
49.773614,19.644003,1274659200000,3648,Czech Republic,2.0,1273881600000
26.638053,93.122627,1277510400000,3650,India,1.5,1273881600000
26.444151,115.482581,1277683200000,3651,China,1.5,1273881600000
15.21825,79.484382,1274659200000,3652,India,1.0,1274140800000
14.075249,-89.563601,1274659200000,3653,Guatamala,2.0,1274140800000
-45.156686,169.917994,1275264000000,3654,New Zealand,2.0,1274745600000
49.875668,-97.789125,1275264000000,3655,Canada,1.0,1275091200000
6.778414,125.300141,1275350400000,3656,Philippines,1.0,1275091200000
49.671561,19.797084,1276214400000,3657,Hungary,1.0,1275091200000
25.117454,67.905172,1275868800000,3658,Pakistan,1.0,1275782400000
34.577827,-94.094783,1276214400000,3659,USA,2.0,1276214400000
43.497315,6.591342,1276732800000,3661,France,2.0,1276646400000
22.280362,94.010494,1277510400000,3662,Myanmar,1.0,1276560000000
7.93162,-0.981038,1277510400000,3663,Ghana,1.0,1277164800000
43.987173,17.704984,1277510400000,3665,Bosnia and Herzegovina,1.0,1277164800000
36.026988,72.079166,1277337600000,3666,Pakistan,1.0,1277164800000
-6.35589,-37.781582,1277856000000,3667,Brazil,2.0,1277164800000
24.949065,121.605799,1277596800000,3668,Taiwan,1.0,1277424000000
19.254472,-70.392824,1277596800000,3670,Dominican Republic,1.0,1277424000000
24.31123,-100.417006,1278460800000,3671,Mexico,2.0,1277856000000
51.865714,-103.835803,1278374400000,3673,Canada,1.5,1278028800000
30.18952,74.778484,1279152000000,3674,India,1.0,1278288000000
39.486607,97.128233,1278979200000,3676,China,1.0,1278374400000
28.005572,113.171066,1279152000000,3678,China,1.0,1277942400000
23.994863,90.035505,1278979200000,3679,Bangladesh,1.0,1277942400000
29.138367,115.885692,1279843200000,3681,China,1.5,1278460800000
22.673269,114.010074,1279843200000,3688,China,1.5,1279670400000
41.058233,-91.002557,1280016000000,3689,USA,1.0,1280016000000
31.577449,111.073863,1280793600000,3692,China,2.0,1279843200000
33.363388,73.257885,1289779200000,3696,Pakistan,2.0,1280188800000
51.467705,13.995334,1281225600000,3698,Germany,1.5,1280188800000
17.909999,-92.249999,1286323200000,3707,Mexico,2.0,1281830400000
26.234999,92.250001,1284681600000,3713,Inda,1.5,1283644800000
11.384999,14.625001,1284681600000,3714,Chad,1.5,1281830400000
25.424999,89.640001,1285804800000,3716,Bangladesh,1.5,1283990400000
26.729999,82.845001,1285804800000,3717,India,1.5,1284768000000
14.399999,-87.569999,1285804800000,3721,Mexico,2.0,1284768000000
44.009999,-90.179999,1285804800000,3722,USA,2.0,1285113600000
14.444999,100.350001,1285804800000,3723,Thailand,1.5,1284940800000
-1.223516,132.810984,1286323200000,3726,Indonesia,1.5,1285977600000
24.209999,91.035001,1286841600000,3732,Bangladesh,1.5,1285891200000
-30.555001,144.270001,1287446400000,3734,Australia,1.0,1287100800000
15.029999,102.195001,1289779200000,3737,Thailand,2.0,1286668800000
11.204999,15.210001,1288915200000,3741,Chad,1.5,1285891200000
8.279999,-0.809999,1289433600000,3747,Ghana,1.5,1288915200000
4.113507,-72.960369,1292803200000,3750,Columbia,1.5,1289779200000
-29.83844,147.387935,1292803200000,3752,Australia,2.0,1290816000000
9.776458,-66.938458,1292803200000,3754,Venezuela,1.5,1290643200000
40.106682,21.469658,1292544000000,3756,Greece,1.0,1291334400000
8.132642,125.5658,1295308800000,3765,Philippines,2.0,1293840000000
-36.61705,175.63358,1296432000000,3772,New Zealand,1.5,1296172800000
-21.090969,-64.041828,1296432000000,3775,Bolivia,1.0,1296345600000
8.513158,80.534153,1297641600000,3776,Sri Lanka,1.5,1296518400000
7.095271,124.865345,1296777600000,3777,Philippines,1.5,1296518400000
-29.502452,28.078344,1297814400000,3778,Lesotho,1.0,1296518400000
-16.465923,-65.599682,1298678400000,3782,Bolivia,1.5,1297641600000
-19.789652,146.657688,1301270400000,3786,Australia,1.0,1299456000000
37.802184,140.823207,1299801600000,3787,Japan,2.0,1299801600000
-41.421667,147.327051,1301270400000,3793,Tasmania,2.0,1300752000000
8.666488,99.277049,1302393600000,3795,Thailand,2.0,1300838400000
48.678802,-97.21921,1306195200000,3799,USA,2.0,1270080000000
51.447982,53.673384,1303171200000,3801,Kazakhstan,1.5,1301616000000
-9.679788,-40.119065,1305072000000,3810,Brazil,1.5,1304812800000
45.626388,-73.014084,1307577600000,3812,Canada,2.0,1304467200000
43.537631,-99.473227,1311897600000,3815,USA,1.5,1307145600000
8.306337,125.208244,1308614400000,3820,Philippines,1.5,1307232000000
22.564135,89.046349,1311897600000,3843,Bangladesh,1.5,1311206400000
-30.342984,-52.640299,1311897600000,3846,Brazil,1.5,1311379200000
17.0382,102.822185,1326067200000,3850,Thailand,2.0,1312502400000
12.004283,105.501152,1321315200000,3853,Cambodia,2.0,1312934400000
26.375467,86.242215,1317513600000,3854,India,2.0,1313366400000
26.589671,92.181547,1315440000000,3856,India,1.5,1313366400000
25.012345,69.066891,1320105600000,3857,Pakistan,1.5,1313107200000
40.186216,-74.062065,1315872000000,3861,USA,2.0,1314403200000
1.660439,33.667825,1315440000000,3863,Uganda,1.5,1313798400000
22.30208,73.953105,1315872000000,3864,India,1.5,1314230400000
20.651119,86.002162,1317513600000,3866,India,1.5,1315180800000
17.342998,121.54776,1317513600000,3867,Philippines,2.0,1317168000000
22.247992,109.004871,1318204800000,3868,China,1.5,1317427200000
39.104531,27.971908,1318204800000,3870,Turkey,1.0,1318032000000
18.280192,-100.833256,1320105600000,3871,Mexico,2.0,1318204800000
5.584658,-0.945865,1319846400000,3872,Ghana,1.0,1319587200000
2.180851,40.167169,1321315200000,3874,Kenya,1.5,1320796800000
2.570315,34.383649,1324339200000,3875,Uganda,1.5,1320796800000
4.640889,-73.939857,1324512000000,3876,Columbia,2.0,1320796800000
1.698541,100.378,1322611200000,3878,Indonesia,1.0,1322352000000
-29.458424,149.372327,1324512000000,3879,Australia,1.0,1322352000000
-29.208414,30.06063,1322784000000,3880,South Africa,1.5,1322352000000
0.385821,36.116761,1324512000000,3881,Kenya,1.5,1322524800000
8.526491,124.875163,1324512000000,3884,Philippines,2.0,1323993600000
-6.917042,39.037723,1324512000000,3886,Tanzania,2.0,1324339200000
-7.379525,110.236252,1325635200000,3888,Indonesia,1.0,1324166400000
8.772281,99.423816,1326067200000,3889,Thailand,1.0,1325376000000
-19.463714,-43.489292,1326067200000,3890,Brazil,1.0,1325376000000
-21.451324,34.072072,1329177600000,3892,Mozambique,1.5,1326758400000
-17.784045,178.075692,1328486400000,3893,Fiji,1.5,1327190400000
-21.717611,146.646094,1331078400000,3894,Australia,2.0,1327190400000
-7.482774,112.50974,1327795200000,3895,Indonesia,1.5,1327622400000
42.55503,24.257634,1328486400000,3896,Bulgaria,1.5,1328054400000
39.867742,21.005618,1328486400000,3897,Greece,1.0,1328227200000
-6.318737,106.658074,1329177600000,3899,Indonesia,1.0,1329004800000
8.223924,125.264627,1330300800000,3900,Philippines,1.0,1329696000000
9.859668,12.807442,1330300800000,3901,Nigeria,1.0,1329696000000
-2.585677,103.415798,1330300800000,3902,Indonesia,1.0,1329696000000
35.116281,8.698624,1330300800000,3904,Tunisia,1.5,1330128000000
31.458294,34.461539,1331078400000,3906,Gaza,1.0,1330819200000
-0.5987,-79.495063,1332720000000,3910,Ecuador,1.5,1330560000000
13.628836,123.278367,1333065600000,3914,Philippines,1.0,1332720000000
19.443322,-72.582111,1335398400000,3915,Haiti,1.5,1333843200000
55.623585,40.264523,1335398400000,3916,Russia,1.0,1333843200000
-2.441234,36.214118,1335398400000,3917,Kenya,1.0,1333929600000
-23.646697,-59.272208,1335398400000,3919,Paraguay,1.5,1333584000000
-3.649082,-62.022799,1336348800000,3925,Brazil,2.0,1335830400000
68.00087,157.950235,1338249600000,3931,Russia,1.5,1337472000000
29.578033,-95.808654,1342396800000,3948,USA,1.5,1342137600000
19.439848,82.321565,1344211200000,3960,India,1.0,1343952000000
55.574626,-2.593343,1344211200000,3962,Scotland,1.0,1344038400000
40.519484,122.594372,1344211200000,3963,China,2.0,1343952000000
31.160222,103.729817,1345420800000,3965,China,1.0,1344902400000
20.985523,82.796221,1345420800000,3966,India,1.0,1345075200000
34.616699,135.556159,1345420800000,3969,Japan,1.5,1344729600000
14.462036,-15.494274,1346198400000,3971,Senegal,1.5,1345766400000
35.030504,73.522165,1346198400000,3974,Pakistan,1.5,1345680000000
37.391616,106.115278,1346198400000,3975,China,1.5,1345852800000
9.301664,12.10885,1348617600000,3976,Nigeria,1.5,1345852800000
30.503005,-89.346018,1346976000000,3977,USA,1.5,1346112000000
38.194882,126.245599,1346976000000,3979,North Korea,1.5,1345161600000
2.656467,32.726004,1346976000000,3980,Uganda,1.0,1345420800000
1.366374,35.829521,1346976000000,3981,Kenya,1.0,1344988800000
13.409272,-16.151491,1346976000000,3982,The Gambia,1.0,1346544000000
31.306274,76.85692,1347926400000,3983,India,2.0,1347753600000
28.044522,68.775576,1351468800000,3984,Pakistan,1.5,1347235200000
17.090901,99.640458,1348617600000,3985,Thailand,1.0,1347408000000
9.569418,29.585968,1349222400000,3991,South Sudan,1.0,1346976000000
4.944556,44.896686,1349222400000,3992,Somalia,1.5,1348272000000
14.315988,2.956491,1350259200000,3994,Niger,1.0,1347667200000
11.078585,20.506625,1350259200000,3995,Chad,1.0,1347667200000
11.828347,78.804243,1352332800000,4001,India,2.0,1351987200000
7.987227,124.468671,1354579200000,4005,Philippines,2.0,1354579200000
39.509315,28.709678,1354579200000,4006,Turkey,1.0,1354406400000
-27.5025,-59.625194,1354579200000,4007,Argentina,1.5,1353369600000
53.4569,-1.19371,1355788800000,4009,United Kingdom,1.0,1353369600000
-3.867021,121.883077,1357776000000,4013,Indonesia,1.0,1357171200000
7.256988,125.30844,1357776000000,4016,Philippines,1.0,1357257600000
-9.282979,-76.457258,1357776000000,4017,Peru,1.5,1357257600000
32.839777,36.450233,1357776000000,4019,Palestine,1.5,1357603200000
-6.179453,106.729879,1358812800000,4020,Indonesia,2.0,1358035200000
0.058024,36.51717,1358380800000,4022,Kenya,1.0,1358035200000
-24.800608,32.67733,1362355200000,4023,Mozambique,1.5,1358380800000
-19.372479,144.818063,1359676800000,4024,Australia,1.5,1358812800000
-20.376563,25.064564,1359676800000,4026,Botswana,1.5,1358208000000
-5.887359,144.477319,1360627200000,4028,Papua New Guinea,1.0,1354320000000
-2.41871,104.265313,1362355200000,4032,Indonesia,1.5,1361318400000
-17.814634,22.624352,1363478400000,4037,Namibia,1.0,1362096000000
48.564308,-97.597746,1367193600000,4051,USA,1.0,1367020800000
2.169639,43.655301,1368662400000,4055,Somalia,2.0,1367366400000
-24.146038,-57.65355,1373846400000,4075,Paraguay,1.5,1372896000000
32.814392,70.637704,1375833600000,4078,Pakistan,1.5,1375315200000
50.004265,128.424146,1375833600000,4079,Russia,2.0,1375315200000
28.740393,69.106502,1377043200000,4082,Pakistan,1.5,1375833600000
50.532277,130.272429,1381708800000,4083,China,2.0,1375833600000
12.658027,105.083548,1381708800000,4090,Cambodia,1.5,1380240000000
13.081862,101.693689,1381708800000,4092,Thailand,1.5,1380499200000
7.737242,28.824089,1381708800000,4094,South Sudan,1.0,1381190400000
24.717423,85.932081,1384041600000,4098,India,1.5,1381536000000
30.660662,-98.011079,1384041600000,4101,USA,2.0,1383177600000
21.681893,57.427572,1384819200000,4105,Somalia,1.5,1383868800000
53.2732,-1.51144,1391731200000,4111,United Kingdom,1.5,1388102400000
37.559702,-86.789903,1388793600000,4115,USA,1.0,1387670400000
-13.388781,-64.013513,1398902400000,4117,Bolivia,2.0,1389312000000
-26.241474,150.116713,1396137600000,4130,Australia,1.5,1395619200000
-7.193015,38.968923,1398902400000,4137,Tanzania,1.5,1397779200000
-7.664354,38.944179,1400198400000,4140,Tanzania,1.0,1399680000000
23.265167,113.34169,1402358400000,4146,China,1.0,1401408000000
-24.354116,-53.547014,1405296000000,4150,Paraguay,2.0,1401753600000
6.771897,124.729885,1403654400000,4153,Philippines,1.0,1402963200000
27.811455,94.716023,1403654400000,4154,India,1.0,1403481600000
19.82582,99.738953,1405296000000,4156,Thailand,1.0,1405036800000
-35.698936,174.068419,1405296000000,4157,New Zealand,1.0,1404518400000
-2.929344,-59.559684,1406592000000,4159,Brazil,2.0,1400716800000
-32.346689,-58.025587,1406592000000,4163,Brazil,2.0,1404345600000
27.385201,79.758579,1410134400000,4171,India,1.5,1407715200000
26.179465,86.253746,1410134400000,4174,India,1.5,1407974400000
16.327289,6.40648,1408406400000,4175,Niger,1.0,1407888000000
27.613202,94.654164,1410134400000,4176,India,1.0,1408060800000
24.566128,90.633346,1410134400000,4178,Bangladesh,1.5,1408492800000
33.944858,75.341864,1412985600000,4179,Pakistan,2.0,1409529600000
16.403907,100.456514,1410134400000,4184,Thailand,1.0,1409529600000
6.941732,32.906766,1412985600000,4186,South Sudan,1.0,1411257600000
26.746527,92.489108,1412985600000,4188,India,1.5,1411516800000
14.657501,121.612204,1412985600000,4189,Philippines,1.5,1411084800000
21.784523,-98.431718,1414368000000,4197,Mexico,1.5,1413590400000
18.447297,79.69672,1414368000000,4198,India,1.5,1413072000000
28.278193,-16.532883,1413936000000,4199,Spain,1.0,1413676800000
4.134278,45.253771,1416096000000,4201,Somalia,1.5,1414108800000
8.024092,99.516261,1416096000000,4206,Thailand,1.0,1415318400000
41.457879,27.710632,1418515200000,4211,Bulgaria,1.5,1417651200000
39.796732,-123.100985,1418515200000,4213,USA,1.0,1418256000000
7.909725,80.983382,1420070400000,4215,Sri Lanka,1.5,1419033600000
4.725076,102.163815,1420070400000,4216,Malaysia,2.0,1419033600000
8.656083,124.903089,1420070400000,4217,Philippines,1.5,1418169600000
-19.187214,127.055774,1420934400000,4218,Australia,1.5,1420416000000
-18.794576,35.356372,1423440000000,4219,Malawi,2.0,1420070400000
-16.463788,-63.766078,1423440000000,4220,Bolivia,1.5,1420416000000
41.457083,26.597174,1423440000000,4221,Greece,1.5,1422748800000
0.686073,122.861751,1423440000000,4222,Indonesia,1.0,1423094400000
-19.667487,45.921846,1423440000000,4224,Madagascar,1.5,1420416000000
-11.504221,-65.844532,1424736000000,4225,Bolivia,1.5,1424390400000
-18.200011,135.715998,1424736000000,4226,Australia,1.5,1424563200000
19.328489,-69.803492,1424736000000,4227,Dominican Republic,1.0,1424390400000
37.026804,-86.233174,1427068800000,4230,USA,1.5,1425945600000
-6.55868,108.399177,1427068800000,4231,Indonesia,1.0,1426377600000
-8.816642,13.681068,1427068800000,4233,Angola,1.5,1425859200000
33.17674,76.405834,1427760000000,4239,India,1.5,1426809600000
-18.155697,47.010559,1429056000000,4241,Madagascar,1.5,1425513600000
48.404946,65.592926,1429056000000,4242,Kazahkstan,1.0,1427068800000
10.712137,79.177106,1432166400000,4251,India,1.0,1431820800000
58.190103,81.527738,1433203200000,4258,Russia,1.0,1431648000000
26.919545,93.874744,1435536000000,4259,India,1.5,1433203200000
21.873364,70.764317,1435536000000,4265,India,1.5,1435104000000
34.343166,72.27367,1439942400000,4272,Pakistan,1.5,1436918400000
38.388691,-83.16498,1437436800000,4274,USA,1.5,1437177600000
6.665761,-58.743148,1437436800000,4275,Guyana,1.5,1437004800000
-25.568947,-50.750999,1437436800000,4276,Brazil,1.0,1436486400000
20.813733,106.86508,1438732800000,4280,Vietnam,2.0,1437782400000
26.20738,82.616452,1439942400000,4282,India,2.0,1436918400000
20.174691,95.532558,1439942400000,4283,Myanmar,2.0,1436918400000
26.894603,93.751026,1441929600000,4288,India,1.0,1439424000000
20.566882,104.761883,1441929600000,4293,Vietnam,1.0,1441584000000
9.952668,11.528384,1441929600000,4294,Nigeria,1.5,1440892800000
16.691018,121.241052,1445990400000,4300,Philippines,2.0,1445472000000
-29.956828,-53.571757,1445990400000,4301,"Uruguay,",2.0,1444780800000
