date,state,percentile,variable,income
2019-01-01,Johor,1,mean,1067
2019-01-01,Johor,2,mean,1487
2019-01-01,Johor,3,mean,1772
2019-01-01,Johor,4,mean,1997
2019-01-01,Johor,5,mean,2169
2019-01-01,Johor,6,mean,2336
2019-01-01,Johor,7,mean,2479
2019-01-01,Johor,8,mean,2551
2019-01-01,Johor,9,mean,2623
2019-01-01,Johor,10,mean,2698
2019-01-01,Johor,11,mean,2774
2019-01-01,Johor,12,mean,2861
2019-01-01,Johor,13,mean,2960
2019-01-01,Johor,14,mean,3057
2019-01-01,Johor,15,mean,3145
2019-01-01,Johor,16,mean,3232
2019-01-01,Johor,17,mean,3326
2019-01-01,Johor,18,mean,3419
2019-01-01,Johor,19,mean,3521
2019-01-01,Johor,20,mean,3627
2019-01-01,Johor,21,mean,3712
2019-01-01,Johor,22,mean,3793
2019-01-01,Johor,23,mean,3871
2019-01-01,Johor,24,mean,3963
2019-01-01,Johor,25,mean,4046
2019-01-01,Johor,26,mean,4140
2019-01-01,Johor,27,mean,4230
2019-01-01,Johor,28,mean,4327
2019-01-01,Johor,29,mean,4401
2019-01-01,Johor,30,mean,4480
2019-01-01,Johor,31,mean,4574
2019-01-01,Johor,32,mean,4649
2019-01-01,Johor,33,mean,4742
2019-01-01,Johor,34,mean,4839
2019-01-01,Johor,35,mean,4924
2019-01-01,Johor,36,mean,5001
2019-01-01,Johor,37,mean,5080
2019-01-01,Johor,38,mean,5168
2019-01-01,Johor,39,mean,5266
2019-01-01,Johor,40,mean,5363
2019-01-01,Johor,41,mean,5454
2019-01-01,Johor,42,mean,5541
2019-01-01,Johor,43,mean,5635
2019-01-01,Johor,44,mean,5726
2019-01-01,Johor,45,mean,5816
2019-01-01,Johor,46,mean,5922
2019-01-01,Johor,47,mean,6029
2019-01-01,Johor,48,mean,6135
2019-01-01,Johor,49,mean,6246
2019-01-01,Johor,50,mean,6376
2019-01-01,Johor,51,mean,6496
2019-01-01,Johor,52,mean,6609
2019-01-01,Johor,53,mean,6725
2019-01-01,Johor,54,mean,6836
2019-01-01,Johor,55,mean,6944
2019-01-01,Johor,56,mean,7049
2019-01-01,Johor,57,mean,7145
2019-01-01,Johor,58,mean,7262
2019-01-01,Johor,59,mean,7368
2019-01-01,Johor,60,mean,7486
2019-01-01,Johor,61,mean,7601
2019-01-01,Johor,62,mean,7730
2019-01-01,Johor,63,mean,7852
2019-01-01,Johor,64,mean,7948
2019-01-01,Johor,65,mean,8108
2019-01-01,Johor,66,mean,8267
2019-01-01,Johor,67,mean,8400
2019-01-01,Johor,68,mean,8548
2019-01-01,Johor,69,mean,8677
2019-01-01,Johor,70,mean,8834
2019-01-01,Johor,71,mean,8998
2019-01-01,Johor,72,mean,9165
2019-01-01,Johor,73,mean,9348
2019-01-01,Johor,74,mean,9533
2019-01-01,Johor,75,mean,9706
2019-01-01,Johor,76,mean,9905
2019-01-01,Johor,77,mean,10085
2019-01-01,Johor,78,mean,10269
2019-01-01,Johor,79,mean,10499
2019-01-01,Johor,80,mean,10715
2019-01-01,Johor,81,mean,11031
2019-01-01,Johor,82,mean,11314
2019-01-01,Johor,83,mean,11609
2019-01-01,Johor,84,mean,11933
2019-01-01,Johor,85,mean,12273
2019-01-01,Johor,86,mean,12611
2019-01-01,Johor,87,mean,12983
2019-01-01,Johor,88,mean,13355
2019-01-01,Johor,89,mean,13872
2019-01-01,Johor,90,mean,14397
2019-01-01,Johor,91,mean,14952
2019-01-01,Johor,92,mean,15595
2019-01-01,Johor,93,mean,16222
2019-01-01,Johor,94,mean,16959
2019-01-01,Johor,95,mean,17955
2019-01-01,Johor,96,mean,19316
2019-01-01,Johor,97,mean,21022
2019-01-01,Johor,98,mean,23372
2019-01-01,Johor,99,mean,28757
2019-01-01,Johor,100,mean,49315
2019-01-01,Kedah,1,mean,961
2019-01-01,Kedah,2,mean,1139
2019-01-01,Kedah,3,mean,1257
2019-01-01,Kedah,4,mean,1466
2019-01-01,Kedah,5,mean,1592
2019-01-01,Kedah,6,mean,1695
2019-01-01,Kedah,7,mean,1776
2019-01-01,Kedah,8,mean,1886
2019-01-01,Kedah,9,mean,1983
2019-01-01,Kedah,10,mean,2067
2019-01-01,Kedah,11,mean,2138
2019-01-01,Kedah,12,mean,2213
2019-01-01,Kedah,13,mean,2292
2019-01-01,Kedah,14,mean,2374
2019-01-01,Kedah,15,mean,2461
2019-01-01,Kedah,16,mean,2517
2019-01-01,Kedah,17,mean,2559
2019-01-01,Kedah,18,mean,2596
2019-01-01,Kedah,19,mean,2631
2019-01-01,Kedah,20,mean,2670
2019-01-01,Kedah,21,mean,2706
2019-01-01,Kedah,22,mean,2761
2019-01-01,Kedah,23,mean,2811
2019-01-01,Kedah,24,mean,2861
2019-01-01,Kedah,25,mean,2911
2019-01-01,Kedah,26,mean,2966
2019-01-01,Kedah,27,mean,3015
2019-01-01,Kedah,28,mean,3063
2019-01-01,Kedah,29,mean,3108
2019-01-01,Kedah,30,mean,3158
2019-01-01,Kedah,31,mean,3206
2019-01-01,Kedah,32,mean,3261
2019-01-01,Kedah,33,mean,3317
2019-01-01,Kedah,34,mean,3371
2019-01-01,Kedah,35,mean,3424
2019-01-01,Kedah,36,mean,3469
2019-01-01,Kedah,37,mean,3527
2019-01-01,Kedah,38,mean,3577
2019-01-01,Kedah,39,mean,3648
2019-01-01,Kedah,40,mean,3694
2019-01-01,Kedah,41,mean,3745
2019-01-01,Kedah,42,mean,3815
2019-01-01,Kedah,43,mean,3888
2019-01-01,Kedah,44,mean,3959
2019-01-01,Kedah,45,mean,4013
2019-01-01,Kedah,46,mean,4069
2019-01-01,Kedah,47,mean,4123
2019-01-01,Kedah,48,mean,4183
2019-01-01,Kedah,49,mean,4251
2019-01-01,Kedah,50,mean,4301
2019-01-01,Kedah,51,mean,4358
2019-01-01,Kedah,52,mean,4420
2019-01-01,Kedah,53,mean,4491
2019-01-01,Kedah,54,mean,4569
2019-01-01,Kedah,55,mean,4644
2019-01-01,Kedah,56,mean,4713
2019-01-01,Kedah,57,mean,4787
2019-01-01,Kedah,58,mean,4860
2019-01-01,Kedah,59,mean,4935
2019-01-01,Kedah,60,mean,5005
2019-01-01,Kedah,61,mean,5099
2019-01-01,Kedah,62,mean,5206
2019-01-01,Kedah,63,mean,5304
2019-01-01,Kedah,64,mean,5392
2019-01-01,Kedah,65,mean,5500
2019-01-01,Kedah,66,mean,5587
2019-01-01,Kedah,67,mean,5688
2019-01-01,Kedah,68,mean,5798
2019-01-01,Kedah,69,mean,5910
2019-01-01,Kedah,70,mean,6030
2019-01-01,Kedah,71,mean,6166
2019-01-01,Kedah,72,mean,6318
2019-01-01,Kedah,73,mean,6443
2019-01-01,Kedah,74,mean,6571
2019-01-01,Kedah,75,mean,6716
2019-01-01,Kedah,76,mean,6870
2019-01-01,Kedah,77,mean,7021
2019-01-01,Kedah,78,mean,7166
2019-01-01,Kedah,79,mean,7312
2019-01-01,Kedah,80,mean,7476
2019-01-01,Kedah,81,mean,7648
2019-01-01,Kedah,82,mean,7906
2019-01-01,Kedah,83,mean,8093
2019-01-01,Kedah,84,mean,8315
2019-01-01,Kedah,85,mean,8555
2019-01-01,Kedah,86,mean,8789
2019-01-01,Kedah,87,mean,9031
2019-01-01,Kedah,88,mean,9342
2019-01-01,Kedah,89,mean,9690
2019-01-01,Kedah,90,mean,10026
2019-01-01,Kedah,91,mean,10387
2019-01-01,Kedah,92,mean,10854
2019-01-01,Kedah,93,mean,11247
2019-01-01,Kedah,94,mean,11817
2019-01-01,Kedah,95,mean,12475
2019-01-01,Kedah,96,mean,13484
2019-01-01,Kedah,97,mean,14908
2019-01-01,Kedah,98,mean,16717
2019-01-01,Kedah,99,mean,19375
2019-01-01,Kedah,100,mean,29073
2019-01-01,Kelantan,1,mean,827
2019-01-01,Kelantan,2,mean,1043
2019-01-01,Kelantan,3,mean,1156
2019-01-01,Kelantan,4,mean,1280
2019-01-01,Kelantan,5,mean,1441
2019-01-01,Kelantan,6,mean,1522
2019-01-01,Kelantan,7,mean,1593
2019-01-01,Kelantan,8,mean,1652
2019-01-01,Kelantan,9,mean,1711
2019-01-01,Kelantan,10,mean,1765
2019-01-01,Kelantan,11,mean,1817
2019-01-01,Kelantan,12,mean,1874
2019-01-01,Kelantan,13,mean,1929
2019-01-01,Kelantan,14,mean,1985
2019-01-01,Kelantan,15,mean,2036
2019-01-01,Kelantan,16,mean,2092
2019-01-01,Kelantan,17,mean,2139
2019-01-01,Kelantan,18,mean,2184
2019-01-01,Kelantan,19,mean,2231
2019-01-01,Kelantan,20,mean,2281
2019-01-01,Kelantan,21,mean,2328
2019-01-01,Kelantan,22,mean,2378
2019-01-01,Kelantan,23,mean,2427
2019-01-01,Kelantan,24,mean,2473
2019-01-01,Kelantan,25,mean,2503
2019-01-01,Kelantan,26,mean,2522
2019-01-01,Kelantan,27,mean,2544
2019-01-01,Kelantan,28,mean,2570
2019-01-01,Kelantan,29,mean,2593
2019-01-01,Kelantan,30,mean,2625
2019-01-01,Kelantan,31,mean,2658
2019-01-01,Kelantan,32,mean,2686
2019-01-01,Kelantan,33,mean,2714
2019-01-01,Kelantan,34,mean,2755
2019-01-01,Kelantan,35,mean,2799
2019-01-01,Kelantan,36,mean,2837
2019-01-01,Kelantan,37,mean,2888
2019-01-01,Kelantan,38,mean,2936
2019-01-01,Kelantan,39,mean,2979
2019-01-01,Kelantan,40,mean,3010
2019-01-01,Kelantan,41,mean,3045
2019-01-01,Kelantan,42,mean,3094
2019-01-01,Kelantan,43,mean,3142
2019-01-01,Kelantan,44,mean,3200
2019-01-01,Kelantan,45,mean,3261
2019-01-01,Kelantan,46,mean,3311
2019-01-01,Kelantan,47,mean,3362
2019-01-01,Kelantan,48,mean,3424
2019-01-01,Kelantan,49,mean,3481
2019-01-01,Kelantan,50,mean,3532
2019-01-01,Kelantan,51,mean,3596
2019-01-01,Kelantan,52,mean,3650
2019-01-01,Kelantan,53,mean,3714
2019-01-01,Kelantan,54,mean,3777
2019-01-01,Kelantan,55,mean,3836
2019-01-01,Kelantan,56,mean,3904
2019-01-01,Kelantan,57,mean,3967
2019-01-01,Kelantan,58,mean,4046
2019-01-01,Kelantan,59,mean,4111
2019-01-01,Kelantan,60,mean,4197
2019-01-01,Kelantan,61,mean,4281
2019-01-01,Kelantan,62,mean,4377
2019-01-01,Kelantan,63,mean,4458
2019-01-01,Kelantan,64,mean,4556
2019-01-01,Kelantan,65,mean,4635
2019-01-01,Kelantan,66,mean,4723
2019-01-01,Kelantan,67,mean,4829
2019-01-01,Kelantan,68,mean,4937
2019-01-01,Kelantan,69,mean,5011
2019-01-01,Kelantan,70,mean,5119
2019-01-01,Kelantan,71,mean,5240
2019-01-01,Kelantan,72,mean,5361
2019-01-01,Kelantan,73,mean,5496
2019-01-01,Kelantan,74,mean,5635
2019-01-01,Kelantan,75,mean,5770
2019-01-01,Kelantan,76,mean,5902
2019-01-01,Kelantan,77,mean,6039
2019-01-01,Kelantan,78,mean,6200
2019-01-01,Kelantan,79,mean,6379
2019-01-01,Kelantan,80,mean,6552
2019-01-01,Kelantan,81,mean,6702
2019-01-01,Kelantan,82,mean,6910
2019-01-01,Kelantan,83,mean,7184
2019-01-01,Kelantan,84,mean,7457
2019-01-01,Kelantan,85,mean,7701
2019-01-01,Kelantan,86,mean,7972
2019-01-01,Kelantan,87,mean,8234
2019-01-01,Kelantan,88,mean,8494
2019-01-01,Kelantan,89,mean,8842
2019-01-01,Kelantan,90,mean,9245
2019-01-01,Kelantan,91,mean,9760
2019-01-01,Kelantan,92,mean,10340
2019-01-01,Kelantan,93,mean,11069
2019-01-01,Kelantan,94,mean,11724
2019-01-01,Kelantan,95,mean,12572
2019-01-01,Kelantan,96,mean,13359
2019-01-01,Kelantan,97,mean,14371
2019-01-01,Kelantan,98,mean,15701
2019-01-01,Kelantan,99,mean,17968
2019-01-01,Kelantan,100,mean,27293
2019-01-01,Melaka,1,mean,1006
2019-01-01,Melaka,2,mean,1433
2019-01-01,Melaka,3,mean,1700
2019-01-01,Melaka,4,mean,1877
2019-01-01,Melaka,5,mean,2033
2019-01-01,Melaka,6,mean,2153
2019-01-01,Melaka,7,mean,2323
2019-01-01,Melaka,8,mean,2466
2019-01-01,Melaka,9,mean,2544
2019-01-01,Melaka,10,mean,2589
2019-01-01,Melaka,11,mean,2641
2019-01-01,Melaka,12,mean,2684
2019-01-01,Melaka,13,mean,2744
2019-01-01,Melaka,14,mean,2809
2019-01-01,Melaka,15,mean,2880
2019-01-01,Melaka,16,mean,2940
2019-01-01,Melaka,17,mean,2993
2019-01-01,Melaka,18,mean,3086
2019-01-01,Melaka,19,mean,3177
2019-01-01,Melaka,20,mean,3268
2019-01-01,Melaka,21,mean,3346
2019-01-01,Melaka,22,mean,3423
2019-01-01,Melaka,23,mean,3509
2019-01-01,Melaka,24,mean,3586
2019-01-01,Melaka,25,mean,3679
2019-01-01,Melaka,26,mean,3767
2019-01-01,Melaka,27,mean,3861
2019-01-01,Melaka,28,mean,3969
2019-01-01,Melaka,29,mean,4069
2019-01-01,Melaka,30,mean,4152
2019-01-01,Melaka,31,mean,4224
2019-01-01,Melaka,32,mean,4307
2019-01-01,Melaka,33,mean,4402
2019-01-01,Melaka,34,mean,4526
2019-01-01,Melaka,35,mean,4613
2019-01-01,Melaka,36,mean,4699
2019-01-01,Melaka,37,mean,4780
2019-01-01,Melaka,38,mean,4857
2019-01-01,Melaka,39,mean,4954
2019-01-01,Melaka,40,mean,5066
2019-01-01,Melaka,41,mean,5173
2019-01-01,Melaka,42,mean,5265
2019-01-01,Melaka,43,mean,5353
2019-01-01,Melaka,44,mean,5514
2019-01-01,Melaka,45,mean,5621
2019-01-01,Melaka,46,mean,5702
2019-01-01,Melaka,47,mean,5814
2019-01-01,Melaka,48,mean,5887
2019-01-01,Melaka,49,mean,5951
2019-01-01,Melaka,50,mean,6025
2019-01-01,Melaka,51,mean,6107
2019-01-01,Melaka,52,mean,6200
2019-01-01,Melaka,53,mean,6316
2019-01-01,Melaka,54,mean,6416
2019-01-01,Melaka,55,mean,6497
2019-01-01,Melaka,56,mean,6592
2019-01-01,Melaka,57,mean,6672
2019-01-01,Melaka,58,mean,6758
2019-01-01,Melaka,59,mean,6846
2019-01-01,Melaka,60,mean,6963
2019-01-01,Melaka,61,mean,7065
2019-01-01,Melaka,62,mean,7215
2019-01-01,Melaka,63,mean,7313
2019-01-01,Melaka,64,mean,7410
2019-01-01,Melaka,65,mean,7532
2019-01-01,Melaka,66,mean,7665
2019-01-01,Melaka,67,mean,7816
2019-01-01,Melaka,68,mean,7963
2019-01-01,Melaka,69,mean,8120
2019-01-01,Melaka,70,mean,8272
2019-01-01,Melaka,71,mean,8446
2019-01-01,Melaka,72,mean,8663
2019-01-01,Melaka,73,mean,8872
2019-01-01,Melaka,74,mean,9136
2019-01-01,Melaka,75,mean,9371
2019-01-01,Melaka,76,mean,9583
2019-01-01,Melaka,77,mean,9786
2019-01-01,Melaka,78,mean,10128
2019-01-01,Melaka,79,mean,10373
2019-01-01,Melaka,80,mean,10605
2019-01-01,Melaka,81,mean,10839
2019-01-01,Melaka,82,mean,11103
2019-01-01,Melaka,83,mean,11492
2019-01-01,Melaka,84,mean,11800
2019-01-01,Melaka,85,mean,12118
2019-01-01,Melaka,86,mean,12513
2019-01-01,Melaka,87,mean,12908
2019-01-01,Melaka,88,mean,13251
2019-01-01,Melaka,89,mean,13681
2019-01-01,Melaka,90,mean,14135
2019-01-01,Melaka,91,mean,14714
2019-01-01,Melaka,92,mean,15319
2019-01-01,Melaka,93,mean,15835
2019-01-01,Melaka,94,mean,16365
2019-01-01,Melaka,95,mean,17179
2019-01-01,Melaka,96,mean,18393
2019-01-01,Melaka,97,mean,20589
2019-01-01,Melaka,98,mean,23625
2019-01-01,Melaka,99,mean,29639
2019-01-01,Melaka,100,mean,53513
2019-01-01,Negeri Sembilan,1,mean,948
2019-01-01,Negeri Sembilan,2,mean,1378
2019-01-01,Negeri Sembilan,3,mean,1564
2019-01-01,Negeri Sembilan,4,mean,1752
2019-01-01,Negeri Sembilan,5,mean,1872
2019-01-01,Negeri Sembilan,6,mean,1983
2019-01-01,Negeri Sembilan,7,mean,2113
2019-01-01,Negeri Sembilan,8,mean,2241
2019-01-01,Negeri Sembilan,9,mean,2318
2019-01-01,Negeri Sembilan,10,mean,2378
2019-01-01,Negeri Sembilan,11,mean,2429
2019-01-01,Negeri Sembilan,12,mean,2496
2019-01-01,Negeri Sembilan,13,mean,2532
2019-01-01,Negeri Sembilan,14,mean,2562
2019-01-01,Negeri Sembilan,15,mean,2590
2019-01-01,Negeri Sembilan,16,mean,2631
2019-01-01,Negeri Sembilan,17,mean,2665
2019-01-01,Negeri Sembilan,18,mean,2696
2019-01-01,Negeri Sembilan,19,mean,2733
2019-01-01,Negeri Sembilan,20,mean,2774
2019-01-01,Negeri Sembilan,21,mean,2825
2019-01-01,Negeri Sembilan,22,mean,2874
2019-01-01,Negeri Sembilan,23,mean,2929
2019-01-01,Negeri Sembilan,24,mean,2977
2019-01-01,Negeri Sembilan,25,mean,3038
2019-01-01,Negeri Sembilan,26,mean,3096
2019-01-01,Negeri Sembilan,27,mean,3162
2019-01-01,Negeri Sembilan,28,mean,3239
2019-01-01,Negeri Sembilan,29,mean,3318
2019-01-01,Negeri Sembilan,30,mean,3390
2019-01-01,Negeri Sembilan,31,mean,3460
2019-01-01,Negeri Sembilan,32,mean,3530
2019-01-01,Negeri Sembilan,33,mean,3626
2019-01-01,Negeri Sembilan,34,mean,3702
2019-01-01,Negeri Sembilan,35,mean,3787
2019-01-01,Negeri Sembilan,36,mean,3878
2019-01-01,Negeri Sembilan,37,mean,3949
2019-01-01,Negeri Sembilan,38,mean,4034
2019-01-01,Negeri Sembilan,39,mean,4105
2019-01-01,Negeri Sembilan,40,mean,4179
2019-01-01,Negeri Sembilan,41,mean,4256
2019-01-01,Negeri Sembilan,42,mean,4322
2019-01-01,Negeri Sembilan,43,mean,4396
2019-01-01,Negeri Sembilan,44,mean,4504
2019-01-01,Negeri Sembilan,45,mean,4581
2019-01-01,Negeri Sembilan,46,mean,4675
2019-01-01,Negeri Sembilan,47,mean,4767
2019-01-01,Negeri Sembilan,48,mean,4879
2019-01-01,Negeri Sembilan,49,mean,4939
2019-01-01,Negeri Sembilan,50,mean,4979
2019-01-01,Negeri Sembilan,51,mean,5024
2019-01-01,Negeri Sembilan,52,mean,5081
2019-01-01,Negeri Sembilan,53,mean,5152
2019-01-01,Negeri Sembilan,54,mean,5218
2019-01-01,Negeri Sembilan,55,mean,5306
2019-01-01,Negeri Sembilan,56,mean,5429
2019-01-01,Negeri Sembilan,57,mean,5510
2019-01-01,Negeri Sembilan,58,mean,5595
2019-01-01,Negeri Sembilan,59,mean,5677
2019-01-01,Negeri Sembilan,60,mean,5784
2019-01-01,Negeri Sembilan,61,mean,5951
2019-01-01,Negeri Sembilan,62,mean,6095
2019-01-01,Negeri Sembilan,63,mean,6242
2019-01-01,Negeri Sembilan,64,mean,6340
2019-01-01,Negeri Sembilan,65,mean,6473
2019-01-01,Negeri Sembilan,66,mean,6579
2019-01-01,Negeri Sembilan,67,mean,6708
2019-01-01,Negeri Sembilan,68,mean,6854
2019-01-01,Negeri Sembilan,69,mean,6995
2019-01-01,Negeri Sembilan,70,mean,7137
2019-01-01,Negeri Sembilan,71,mean,7263
2019-01-01,Negeri Sembilan,72,mean,7441
2019-01-01,Negeri Sembilan,73,mean,7597
2019-01-01,Negeri Sembilan,74,mean,7791
2019-01-01,Negeri Sembilan,75,mean,7959
2019-01-01,Negeri Sembilan,76,mean,8108
2019-01-01,Negeri Sembilan,77,mean,8358
2019-01-01,Negeri Sembilan,78,mean,8607
2019-01-01,Negeri Sembilan,79,mean,8847
2019-01-01,Negeri Sembilan,80,mean,9160
2019-01-01,Negeri Sembilan,81,mean,9445
2019-01-01,Negeri Sembilan,82,mean,9746
2019-01-01,Negeri Sembilan,83,mean,10052
2019-01-01,Negeri Sembilan,84,mean,10433
2019-01-01,Negeri Sembilan,85,mean,10732
2019-01-01,Negeri Sembilan,86,mean,11051
2019-01-01,Negeri Sembilan,87,mean,11503
2019-01-01,Negeri Sembilan,88,mean,11934
2019-01-01,Negeri Sembilan,89,mean,12404
2019-01-01,Negeri Sembilan,90,mean,12943
2019-01-01,Negeri Sembilan,91,mean,13563
2019-01-01,Negeri Sembilan,92,mean,14160
2019-01-01,Negeri Sembilan,93,mean,15247
2019-01-01,Negeri Sembilan,94,mean,16262
2019-01-01,Negeri Sembilan,95,mean,17425
2019-01-01,Negeri Sembilan,96,mean,18873
2019-01-01,Negeri Sembilan,97,mean,20226
2019-01-01,Negeri Sembilan,98,mean,22671
2019-01-01,Negeri Sembilan,99,mean,26462
2019-01-01,Negeri Sembilan,100,mean,36069
2019-01-01,Pahang,1,mean,960
2019-01-01,Pahang,2,mean,1395
2019-01-01,Pahang,3,mean,1686
2019-01-01,Pahang,4,mean,1866
2019-01-01,Pahang,5,mean,2022
2019-01-01,Pahang,6,mean,2158
2019-01-01,Pahang,7,mean,2280
2019-01-01,Pahang,8,mean,2395
2019-01-01,Pahang,9,mean,2479
2019-01-01,Pahang,10,mean,2530
2019-01-01,Pahang,11,mean,2572
2019-01-01,Pahang,12,mean,2617
2019-01-01,Pahang,13,mean,2655
2019-01-01,Pahang,14,mean,2698
2019-01-01,Pahang,15,mean,2737
2019-01-01,Pahang,16,mean,2791
2019-01-01,Pahang,17,mean,2838
2019-01-01,Pahang,18,mean,2894
2019-01-01,Pahang,19,mean,2942
2019-01-01,Pahang,20,mean,2994
2019-01-01,Pahang,21,mean,3040
2019-01-01,Pahang,22,mean,3088
2019-01-01,Pahang,23,mean,3129
2019-01-01,Pahang,24,mean,3163
2019-01-01,Pahang,25,mean,3203
2019-01-01,Pahang,26,mean,3242
2019-01-01,Pahang,27,mean,3289
2019-01-01,Pahang,28,mean,3344
2019-01-01,Pahang,29,mean,3384
2019-01-01,Pahang,30,mean,3427
2019-01-01,Pahang,31,mean,3471
2019-01-01,Pahang,32,mean,3509
2019-01-01,Pahang,33,mean,3545
2019-01-01,Pahang,34,mean,3579
2019-01-01,Pahang,35,mean,3621
2019-01-01,Pahang,36,mean,3677
2019-01-01,Pahang,37,mean,3726
2019-01-01,Pahang,38,mean,3775
2019-01-01,Pahang,39,mean,3829
2019-01-01,Pahang,40,mean,3883
2019-01-01,Pahang,41,mean,3928
2019-01-01,Pahang,42,mean,3973
2019-01-01,Pahang,43,mean,4041
2019-01-01,Pahang,44,mean,4091
2019-01-01,Pahang,45,mean,4139
2019-01-01,Pahang,46,mean,4188
2019-01-01,Pahang,47,mean,4244
2019-01-01,Pahang,48,mean,4301
2019-01-01,Pahang,49,mean,4357
2019-01-01,Pahang,50,mean,4407
2019-01-01,Pahang,51,mean,4464
2019-01-01,Pahang,52,mean,4509
2019-01-01,Pahang,53,mean,4568
2019-01-01,Pahang,54,mean,4634
2019-01-01,Pahang,55,mean,4697
2019-01-01,Pahang,56,mean,4769
2019-01-01,Pahang,57,mean,4833
2019-01-01,Pahang,58,mean,4920
2019-01-01,Pahang,59,mean,5009
2019-01-01,Pahang,60,mean,5097
2019-01-01,Pahang,61,mean,5174
2019-01-01,Pahang,62,mean,5268
2019-01-01,Pahang,63,mean,5364
2019-01-01,Pahang,64,mean,5447
2019-01-01,Pahang,65,mean,5540
2019-01-01,Pahang,66,mean,5635
2019-01-01,Pahang,67,mean,5731
2019-01-01,Pahang,68,mean,5849
2019-01-01,Pahang,69,mean,5952
2019-01-01,Pahang,70,mean,6079
2019-01-01,Pahang,71,mean,6185
2019-01-01,Pahang,72,mean,6305
2019-01-01,Pahang,73,mean,6423
2019-01-01,Pahang,74,mean,6550
2019-01-01,Pahang,75,mean,6694
2019-01-01,Pahang,76,mean,6847
2019-01-01,Pahang,77,mean,6977
2019-01-01,Pahang,78,mean,7137
2019-01-01,Pahang,79,mean,7340
2019-01-01,Pahang,80,mean,7490
2019-01-01,Pahang,81,mean,7683
2019-01-01,Pahang,82,mean,7860
2019-01-01,Pahang,83,mean,8048
2019-01-01,Pahang,84,mean,8268
2019-01-01,Pahang,85,mean,8522
2019-01-01,Pahang,86,mean,8852
2019-01-01,Pahang,87,mean,9183
2019-01-01,Pahang,88,mean,9512
2019-01-01,Pahang,89,mean,9829
2019-01-01,Pahang,90,mean,10218
2019-01-01,Pahang,91,mean,10678
2019-01-01,Pahang,92,mean,11196
2019-01-01,Pahang,93,mean,11564
2019-01-01,Pahang,94,mean,12142
2019-01-01,Pahang,95,mean,12806
2019-01-01,Pahang,96,mean,13764
2019-01-01,Pahang,97,mean,15109
2019-01-01,Pahang,98,mean,16545
2019-01-01,Pahang,99,mean,19274
2019-01-01,Pahang,100,mean,26348
2019-01-01,Pulau Pinang,1,mean,1110
2019-01-01,Pulau Pinang,2,mean,1612
2019-01-01,Pulau Pinang,3,mean,1889
2019-01-01,Pulau Pinang,4,mean,2104
2019-01-01,Pulau Pinang,5,mean,2265
2019-01-01,Pulau Pinang,6,mean,2425
2019-01-01,Pulau Pinang,7,mean,2529
2019-01-01,Pulau Pinang,8,mean,2595
2019-01-01,Pulau Pinang,9,mean,2649
2019-01-01,Pulau Pinang,10,mean,2718
2019-01-01,Pulau Pinang,11,mean,2812
2019-01-01,Pulau Pinang,12,mean,2926
2019-01-01,Pulau Pinang,13,mean,3030
2019-01-01,Pulau Pinang,14,mean,3112
2019-01-01,Pulau Pinang,15,mean,3196
2019-01-01,Pulau Pinang,16,mean,3274
2019-01-01,Pulau Pinang,17,mean,3354
2019-01-01,Pulau Pinang,18,mean,3427
2019-01-01,Pulau Pinang,19,mean,3509
2019-01-01,Pulau Pinang,20,mean,3588
2019-01-01,Pulau Pinang,21,mean,3677
2019-01-01,Pulau Pinang,22,mean,3769
2019-01-01,Pulau Pinang,23,mean,3870
2019-01-01,Pulau Pinang,24,mean,3959
2019-01-01,Pulau Pinang,25,mean,4028
2019-01-01,Pulau Pinang,26,mean,4092
2019-01-01,Pulau Pinang,27,mean,4162
2019-01-01,Pulau Pinang,28,mean,4241
2019-01-01,Pulau Pinang,29,mean,4328
2019-01-01,Pulau Pinang,30,mean,4420
2019-01-01,Pulau Pinang,31,mean,4505
2019-01-01,Pulau Pinang,32,mean,4581
2019-01-01,Pulau Pinang,33,mean,4684
2019-01-01,Pulau Pinang,34,mean,4754
2019-01-01,Pulau Pinang,35,mean,4849
2019-01-01,Pulau Pinang,36,mean,4939
2019-01-01,Pulau Pinang,37,mean,5025
2019-01-01,Pulau Pinang,38,mean,5097
2019-01-01,Pulau Pinang,39,mean,5187
2019-01-01,Pulau Pinang,40,mean,5272
2019-01-01,Pulau Pinang,41,mean,5351
2019-01-01,Pulau Pinang,42,mean,5430
2019-01-01,Pulau Pinang,43,mean,5500
2019-01-01,Pulau Pinang,44,mean,5581
2019-01-01,Pulau Pinang,45,mean,5663
2019-01-01,Pulau Pinang,46,mean,5749
2019-01-01,Pulau Pinang,47,mean,5848
2019-01-01,Pulau Pinang,48,mean,5933
2019-01-01,Pulau Pinang,49,mean,6033
2019-01-01,Pulau Pinang,50,mean,6126
2019-01-01,Pulau Pinang,51,mean,6221
2019-01-01,Pulau Pinang,52,mean,6332
2019-01-01,Pulau Pinang,53,mean,6432
2019-01-01,Pulau Pinang,54,mean,6558
2019-01-01,Pulau Pinang,55,mean,6673
2019-01-01,Pulau Pinang,56,mean,6772
2019-01-01,Pulau Pinang,57,mean,6878
2019-01-01,Pulau Pinang,58,mean,7000
2019-01-01,Pulau Pinang,59,mean,7109
2019-01-01,Pulau Pinang,60,mean,7213
2019-01-01,Pulau Pinang,61,mean,7304
2019-01-01,Pulau Pinang,62,mean,7447
