area,center_lat,center_lon,dead,displaced,end_date,id,main_cause,primary_country,severity,start_date
7025905039.019531,-12.852237,-63.676299,0,0,1080777600000,DFO_2443_From_20040223_to_20040401,Heavy rain,Bolivia,1.0,1077494400000
1984147559.6367188,-21.556277,116.975387,0,0,1078790400000,DFO_2444_From_20040301_to_20040309,Tropical cyclone,Australia,2.0,1078099200000
510597095.08203125,-19.186526,34.557547,0,100,1079654400000,DFO_2448_From_20040305_to_20040319,Heavy rain,Mozambique,1.0,1078444800000
2051624647.25,37.156236,-95.963498,0,30,1078704000000,DFO_2455_From_20040304_to_20040308,Heavy rain,USA,1.0,1078358400000
905277803.9179688,-13.874954,143.298865,0,0,1080345600000,DFO_2458_From_20040319_to_20040327,Tropical cyclone,Australia,1.0,1079654400000
1273470532.6445312,45.28903,18.025087,0,0,1080950400000,DFO_2460_From_20040323_to_20040403,Heavy rain,Bosnia-Herzegovina,1.0,1080000000000
2223036326.5898438,-21.403326,120.060096,0,250,1080950400000,DFO_2461_From_20040327_to_20040403,Tropical cyclone,Australia,1.0,1080345600000
25406685588.578125,48.162017,-97.999353,0,1000,1081641600000,DFO_2462_From_20040328_to_20040411,Rain and snowmelt,USA,2.0,1080432000000
54401765285.55469,53.473921,34.484838,0,1220,1083715200000,DFO_2463_From_20040330_to_20040505,Rain and snowmelt,Russia,1.0,1080604800000
1722677958.8164062,44.866138,17.774912,0,1200,1083456000000,DFO_2469_From_20040412_to_20040502,Heavy rain,Bosnia-Herzegovina,1.0,1081728000000
28026038638.32617,51.975446,86.61021,18,4800,1084665600000,DFO_2471_From_20040414_to_20040516,Rain and snowmelt,Russia,1.0,1081900800000
10046792546.425781,24.894242,91.694661,12,50000,1083542400000,DFO_2473_From_20040414_to_20040503,Heavy rain,Bangladesh,1.0,1081900800000
2500246060.34375,35.749552,-93.279256,4,0,1083456000000,DFO_2476_From_20040424_to_20040502,Heavy rain,USA,1.0,1082764800000
1380629459.484375,-0.527894,116.827676,0,10000,1084233600000,DFO_2480_From_20040507_to_20040511,Heavy rain,Indonesia,1.0,1083888000000
325189599.23828125,30.845334,-96.516582,0,250,1084579200000,DFO_2482_From_20040513_to_20040515,Heavy rain,USA,1.0,1084406400000
1598526740.265625,37.952597,-121.357441,0,300,1097452800000,DFO_2491_From_20040603_to_20041011,"Dam/Levy, break or release",USA,1.0,1086220800000
9083985787.570312,7.229665,-67.795332,0,2500,1096588800000,DFO_2495_From_20040608_to_20041001,Heavy rain,Venezuela,1.0,1086652800000
764833793.6328125,43.475162,-88.719498,0,500,1087776000000,DFO_2498_From_20040610_to_20040621,Heavy rain,USA,2.0,1086825600000
77453233096.79297,25.498908,85.891802,3000,40000000,1097107200000,DFO_2507_From_20040620_to_20041007,Monsoonal rain,India,2.0,1087689600000
766494262.8867188,13.113306,-84.892717,25,18000,1090281600000,DFO_2510_From_20040624_to_20040720,Heavy rain,Nicaragua,1.0,1088035200000
591382002.8828125,7.377152,124.576171,5,1200,1088553600000,DFO_2514_From_20040628_to_20040630,Heavy rain,Philippines,1.0,1088380800000
275780638.76171875,28.863679,104.833562,15,0,1088553600000,DFO_2515_From_20040628_to_20040630,Heavy rain,China,1.0,1088380800000
5490432208.910156,17.503304,121.410242,54,385000,1089676800000,DFO_2516_From_20040629_to_20040713,Tropical cyclone,Philippines,2.0,1088467200000
18241807751.28125,27.086351,86.252493,185,100000,1092182400000,DFO_2519_From_20040705_to_20040811,Monsoonal rain,Nepal,1.0,1088985600000
9738154036.636719,24.001405,110.433067,24,82000,1090886400000,DFO_2522_From_20040714_to_20040727,Heavy rain,China,1.0,1089763200000
1909603119.421875,27.875808,110.828548,2,135000,1091145600000,DFO_2527_From_20040717_to_20040730,Heavy rain,China,2.0,1090022400000
1480095496.2695312,7.021074,124.577333,0,80000,1092355200000,DFO_2539_From_20040731_to_20040813,Heavy rain,Philippines,1.0,1091232000000
19186185176.320312,15.397299,103.073488,11,60000,1096761600000,DFO_2543_From_20040806_to_20041003,Monsoonal rain,Thailand,2.0,1091750400000
1281656228.6054688,15.547408,120.754097,67,1058849,1094947200000,DFO_2554_From_20040824_to_20040912,Tropical cyclone,Philippines,2.0,1093305600000
36243844003.89844,10.317911,105.823877,34,30000,1098316800000,DFO_2555_From_20040824_to_20041021,Monsoonal rain,Vietnam,1.0,1093305600000
348639749.61328125,43.372592,-92.899794,1,0,1095552000000,DFO_2565_From_20040915_to_20040919,Heavy rain,USA,1.0,1095206400000
8261940085.511719,28.800636,-81.966354,3006,280000,1096588800000,DFO_2566_From_20040915_to_20041001,Tropical cyclone,Haiti,1.0,1095206400000
37538373717.921875,24.686228,89.400194,210,100000,1098057600000,DFO_2570_From_20041007_to_20041018,Heavy rain,India,1.0,1097107200000
611545425.03125,6.148203,1.223784,0,300,1099526400000,DFO_2576_From_20041007_to_20041104,Heavy rain,Togo,2.0,1097107200000
1725623514.0546875,29.99695,-97.481761,3,600,1101686400000,DFO_2584_From_20041115_to_20041129,Heavy rain,USA,1.0,1100476800000
14540410464.03125,-26.543492,-57.505862,0,0,1103068800000,DFO_2586_From_20041107_to_20041215,Heavy rain,Paraguay,1.0,1099785600000
1005948264.2382812,13.431255,123.386648,61,35000,1101686400000,DFO_2587_From_20041119_to_20041129,Tropical cyclone,Philippines,1.0,1100822400000
3626443549.6992188,8.914445,-72.364885,0,0,1101513600000,DFO_2588_From_20041120_to_20041127,Heavy rain,Venezulea,1.0,1100908800000
1807574992.3242188,16.388864,121.706238,26,8000,1101600000000,DFO_2589_From_20041123_to_20041128,Tropical cyclone,Philippines,1.0,1101168000000
3128551807.953125,15.17884,121.242952,939,432000,1103673600000,DFO_2592_From_20041129_to_20041222,Heavy rain,Philippines,1.0,1101686400000
1684084750.4570312,-27.1808,-60.665987,0,5000,1102636800000,DFO_2596_From_20041206_to_20041210,Heavy rain,Argentina,1.0,1102291200000
13973506637.347656,33.962964,-89.570347,0,0,1103500800000,DFO_2597_From_20041207_to_20041220,Heavy rain,USA,1.0,1102377600000
3547810289.0585938,-29.136849,150.129614,3,150,1103673600000,DFO_2598_From_20041208_to_20041222,Heavy rain,Australia,1.0,1102464000000
5773873743.925781,28.426123,51.70111,54,4000,1104537600000,DFO_2599_From_20041209_to_20050101,Heavy rain,Iran,1.0,1102550400000
735022021.2148438,6.271562,101.591644,15,20000,1103328000000,DFO_2600_From_20041210_to_20041218,Monsoonal rain,Malaysia,2.0,1102636800000
795879747.3320312,7.938183,81.314727,6,200000,1103760000000,DFO_2601_From_20041211_to_20041223,Monsoonal rain,Sri Lanka,1.0,1102723200000
18415141046.878906,38.210619,-85.352387,3,4000,1107216000000,DFO_2606_From_20050105_to_20050201,Heavy rain,USA,2.0,1104883200000
4284277527.3242188,-3.903543,104.432036,9,0,1107993600000,DFO_2612_From_20050111_to_20050210,Heavy rain,Indonesia,1.0,1105401600000
309022260.5859375,6.60784,-58.038278,31,375000,1109289600000,DFO_2613_From_20050115_to_20050225,Heavy rain,Guyana,2.0,1105747200000
4659659235.125,-10.734049,17.166651,0,10000,1111968000000,DFO_2620_From_20050127_to_20050328,Heavy rain,Angola,1.0,1106784000000
12566108007.972656,7.588343,-72.964625,95,70000,1109376000000,DFO_2625_From_20050211_to_20050226,Heavy rain,Colombia,1.0,1108080000000
1696768796.0703125,41.428248,26.418711,0,300,1111622400000,DFO_2626_From_20050217_to_20050324,Heavy rain,Greece,2.0,1108598400000
2389145361.71875,-6.958962,107.602907,0,50000,1109289600000,DFO_2627_From_20050219_to_20050225,Heavy rain,Indonesia,1.0,1108771200000
16436364583.53125,43.595357,66.981834,0,30000,1111536000000,DFO_2629_From_20050224_to_20050323,"Dam/Levy, break or release",Kazakhstan,1.0,1109203200000
3959450606.59375,30.738361,61.854599,26,5000,1112659200000,DFO_2632_From_20050305_to_20050405,Heavy rain,Afghanistan,1.0,1109980800000
1530468192.2226562,-17.759816,48.283399,25,8300,1110844800000,DFO_2633_From_20050302_to_20050315,Heavy rain,Madagascar,1.0,1109721600000
2529829852.1132812,24.211993,3.953441,3,0,1110326400000,DFO_2634_From_20050306_to_20050309,Heavy rain,Algeria,1.0,1110067200000
11310536736.917969,32.958879,46.294021,0,0,1111708800000,DFO_2637_From_20050313_to_20050325,Heavy rain,Iraq,1.0,1110672000000
5371335102.222656,-10.587124,31.114588,0,300,1112313600000,DFO_2638_From_20050301_to_20050401,Heavy rain,Zambia,1.0,1109635200000
14635472161.917969,50.511062,21.658575,4,1000,1112918400000,DFO_2640_From_20050317_to_20050408,Snowmelt,Poland,1.0,1111017600000
11329727528.214844,29.518224,68.372412,20,3500,1111622400000,DFO_2641_From_20050320_to_20050324,Heavy rain,Pakistan,1.0,1111276800000
1864098137.46875,45.6965,21.212857,4,7000,1117843200000,DFO_2648_From_20050418_to_20050604,Heavy rain,Romania,2.0,1113782400000
1536473665.7382812,6.272302,43.286087,177,260000,1118707200000,DFO_2649_From_20050423_to_20050614,Heavy rain,Ethiopia,2.0,1114214400000
67373174520.87305,42.648654,41.55217,0,6000,1117411200000,DFO_2650_From_20050425_to_20050530,Heavy rain,Georgia,1.0,1114387200000
5420652422.1640625,24.598004,91.64239,13,50000,1117238400000,DFO_2657_From_20050525_to_20050528,Heavy rain,Bangladesh,1.0,1116979200000
19073377762.015625,44.319638,129.266053,117,400,1118534400000,DFO_2668_From_20050610_to_20050612,Brief torrential rain,China,2.0,1118361600000
48829650.98046875,22.802656,120.344936,16,2700,1118966400000,DFO_2669_From_20050611_to_20050617,Heavy rain,Taiwan,2.0,1118448000000
3631196229.4570312,34.272003,71.507633,5,50000,1123200000000,DFO_2675_From_20050621_to_20050805,Snowmelt,Pakistan,2.0,1119312000000
2491267702.9179688,25.961407,89.11453,5,70000,1120089600000,DFO_2676_From_20050623_to_20050630,Monsoonal rain,Bangladesh,1.0,1119484800000
973974651.4257812,21.43303,73.07388,202,500000,1121385600000,DFO_2680_From_20050628_to_20050715,Monsoonal rain,India,2.0,1119916800000
153591425.22265625,-28.519498,153.288976,3,3000,1120348800000,DFO_2683_From_20050630_to_20050703,Heavy rain,Australia,1.0,1120089600000
16098646049.824219,30.676575,103.519078,65,428000,1121731200000,DFO_2684_From_20050628_to_20050719,Heavy rain,China,1.0,1119916800000
87531874.53515625,39.728164,126.498861,88,16000,1120262400000,DFO_2685_From_20050630_to_20050702,Monsoonal rain,North Korea,1.0,1120089600000
990052027.9414062,24.128785,80.199902,62,49000,1121385600000,DFO_2686_From_20050702_to_20050715,Monsoonal rain,India,1.0,1120262400000
5007682738.269531,44.562689,125.500543,5,1500,1123804800000,DFO_2688_From_20050701_to_20050812,Heavy rain,China,1.0,1120176000000
13900749640.015625,30.922991,73.563738,40,452000,1123977600000,DFO_2689_From_20050705_to_20050814,Monsoonal rain,Pakistan,1.0,1120521600000
24604411987.203125,27.436259,87.012599,40,3000000,1122422400000,DFO_2690_From_20050707_to_20050727,Monsoonal rain,India,1.0,1120694400000
684630349.46875,45.764753,27.862878,23,13000,1122508800000,DFO_2692_From_20050712_to_20050728,Heavy rain,Romania,2.0,1121126400000
1479780786.2265625,32.605462,115.759987,0,0,1121644800000,DFO_2693_From_20050710_to_20050718,Heavy rain,China,1.0,1120953600000
637015791.5703125,28.120285,120.855737,17,0,1121817600000,DFO_2694_From_20050716_to_20050720,Tropical cyclone,Taiwan,1.0,1121472000000
404031738.6328125,16.977232,79.965416,126,100000,1124150400000,DFO_2698_From_20050723_to_20050816,Monsoonal rain,India,1.0,1122076800000
313045727.36328125,10.409698,122.905219,3,32782,1122681600000,DFO_2699_From_20050727_to_20050730,Monsoonal rain,Philippines,1.0,1122422400000
60135841487.84375,19.068486,99.369102,11,119270,1127692800000,DFO_2709_From_20050813_to_20050926,Monsoonal rain,Thailand,2.0,1123891200000
5379263614.3515625,41.858282,123.069642,15,206000,1124496000000,DFO_2711_From_20050813_to_20050820,Heavy rain,China,1.0,1123891200000
2003397813.515625,18.811618,-98.657793,30,10000,1125360000000,DFO_2717_From_20050821_to_20050830,Heavy rain,Mexico,1.0,1124582400000
9537052224.296875,25.885963,83.211491,21,0,1125360000000,DFO_2718_From_20050826_to_20050830,Heavy rain,India,1.0,1125014400000
3593262898.5546875,30.191041,-90.320072,1053,500000,1127088000000,DFO_2719_From_20050829_to_20050919,Tropical cyclone,USA,2.0,1125273600000
165551192.5078125,-41.553605,147.09513,0,0,1125705600000,DFO_2720_From_20050830_to_20050903,Heavy rain,Australia,1.0,1125360000000
4615874831.066406,10.665559,10.905259,3,7,1126828800000,DFO_2721_From_20050807_to_20050916,Heavy rain,Nigeria,1.0,1123372800000
2281401952.7304688,28.58392,118.553658,129,1840000,1125792000000,DFO_2722_From_20050901_to_20050904,Tropical cyclone,Taiwan,1.0,1125532800000
268427910.80078125,44.057063,4.186194,0,3000,1126224000000,DFO_2724_From_20050907_to_20050909,Heavy rain,France,1.0,1126051200000
36656576749.94922,10.707097,105.734716,69,30000,1130803200000,DFO_2725_From_20050908_to_20051101,Monsoonal rain,Vietnam,1.0,1126137600000
3710445781.9140625,30.368141,120.24229,16,1350000,1126569600000,DFO_2726_From_20050911_to_20050913,Tropical cyclone,China,1.0,1126396800000
11603263442.832031,21.113878,82.538893,89,550000,1128038400000,DFO_2728_From_20050914_to_20050930,Heavy rain,India,1.0,1126656000000
718828946.421875,15.300986,120.982766,16,8000,1127779200000,DFO_2730_From_20050915_to_20050927,Monsoonal rain,Philippines,1.0,1126742400000
15836303437.285156,28.197268,79.373434,23,0,1128470400000,DFO_2731_From_20050916_to_20051005,Monsoonal rain,India,1.0,1126828800000
3734504653.328125,18.760138,105.54951,8,8500,1127520000000,DFO_2732_From_20050918_to_20050924,Tropical cyclone,Vietnam,1.0,1127001600000
726985390.1679688,44.584831,27.383339,10,0,1128816000000,DFO_2733_From_20050921_to_20051009,Heavy rain,Romania,1.0,1127260800000
3842134064.4492188,21.713895,73.473279,15,0,1128988800000,DFO_2734_From_20050922_to_20051011,Heavy rain,India,1.0,1127347200000
5743986069.2421875,29.981597,-92.997899,0,0,1128124800000,DFO_2735_From_20050923_to_20051001,Tropical cyclone,USA,1.0,1127433600000
16595203487.960938,19.240185,110.083434,104,470000,1128556800000,DFO_2736_From_20050926_to_20051006,Tropical cyclone,China,2.0,1127692800000
5916477352.136719,29.293795,80.547593,51,1600,1128211200000,DFO_2737_From_20050925_to_20051002,Monsoonal rain,Nepal,1.0,1127606400000
236203470.44140625,17.04635,-11.983202,0,3000,1128643200000,DFO_2742_From_20050927_to_20051007,Heavy rain,Mauritania,2.0,1127779200000
302033867.24609375,32.868636,109.423486,2,24000,1128556800000,DFO_2743_From_20050929_to_20051006,Heavy rain,China,1.0,1127952000000
4222001830.2070312,13.979731,-89.595064,2000,250000,1129420800000,DFO_2744_From_20051001_to_20051016,Tropical cyclone,El Salvador,2.0,1128124800000
29958044.11328125,34.507343,109.083621,16,359000,1128556800000,DFO_2746_From_20051003_to_20051006,Heavy rain,China,1.0,1128297600000
19588160634.960938,25.640627,88.977022,19,100000,1129939200000,DFO_2747_From_20051003_to_20051022,Heavy rain,Bangladesh,1.0,1128297600000
3995567419.203125,17.12569,106.82035,17,10000,1128988800000,DFO_2748_From_20051007_to_20051011,Heavy rain,Vietnam,1.0,1128643200000
7310515520.628906,22.483386,-83.328351,24,100000,1130198400000,DFO_2753_From_20051019_to_20051025,Tropical cyclone,Jamaica,1.0,1129680000000
2400216714.7421875,21.940907,87.934687,13,3000000,1130457600000,DFO_2754_From_20051021_to_20051028,Heavy rain,India,1.0,1129852800000
4216553807.0390625,11.780352,78.731712,279,300000,1134086400000,DFO_2758_From_20051023_to_20051209,Monsoonal rain,India,1.0,1130025600000
2938980082.4726562,15.648431,108.217279,20,15000,1131062400000,DFO_2760_From_20051102_to_20051104,Tropical cyclone,Vietnam,1.0,1130889600000
7019268064.683594,8.521163,-75.310967,95,100000,1134691200000,DFO_2761_From_20050915_to_20051216,Heavy rain,Colombia,1.0,1126742400000
1253462048.3789062,7.204666,100.124152,69,700000,1137024000000,DFO_2768_From_20051123_to_20060112,Monsoonal rain,Thailand,2.0,1132704000000
2206801633.75,-17.236452,37.168911,23,50000,1139270400000,DFO_2773_From_20051222_to_20060207,Heavy rain,Malawi,2.0,1135209600000
5773979834.316406,39.493964,-121.099329,0,4000,1137542400000,DFO_2776_From_20051231_to_20060118,Heavy rain,USA,1.0,1135987200000
1254237609.8984375,-6.381345,108.21491,0,6000,1137024000000,DFO_2779_From_20060108_to_20060112,Heavy rain,Indonesia,1.0,1136678400000
6006938954.800781,-23.260295,116.935775,0,1500,1138665600000,DFO_2780_From_20060109_to_20060131,Tropical Cyclone,Australia,2.0,1136764800000
721333481.2070312,6.891823,-58.662739,20,5000,1139875200000,DFO_2782_From_20060108_to_20060214,Heavy rain,Guyana,1.0,1136678400000
2081475110.703125,41.552073,26.472618,0,0,1137715200000,DFO_2784_From_20060102_to_20060120,Snowmelt,Greece,1.0,1136160000000
1173214623.8242188,17.01728,121.817032,4,256641,1139097600000,DFO_2785_From_20060126_to_20060205,Heavy rain,Philippines,1.0,1138233600000
31935935489.078125,-16.033438,-63.425614,23,100000,1145232000000,DFO_2786_From_20060125_to_20060417,Heavy rain,Bolivia,1.0,1138147200000
1838295121.78125,-6.8528,108.592918,19,10000,1139875200000,DFO_2789_From_20060126_to_20060214,Monsoonal rain,Indonesia,1.0,1138233600000
723177734.625,4.326207,102.536205,3,7000,1140220800000,DFO_2798_From_20060210_to_20060218,Heavy rain,Malaysia,1.0,1139529600000
1641480198.6132812,-2.231688,-79.980717,17,55000,1146873600000,DFO_2802_From_20060216_to_20060506,Heavy rain,Ecuador,1.0,1140048000000
129987970.9140625,40.658005,87.211782,0,3000,1140652800000,DFO_2803_From_20060216_to_20060223,Snowmelt,China,1.0,1140048000000
3192166202.8398438,-27.409953,114.989428,0,0,1143072000000,DFO_2815_From_20060303_to_20060323,Tropical Cyclone,Australia,2.0,1141344000000
1322721363.3398438,40.895857,25.565808,0,0,1143244800000,DFO_2817_From_20060309_to_20060325,Rain and snowmelt,Greece,1.0,1141862400000
1862716140.421875,38.254008,-86.419681,2,0,1142985600000,DFO_2818_From_20060312_to_20060322,Heavy rain,USA,1.0,1142121600000
12532853421.910156,-17.908641,145.536342,0,7000,1145232000000,DFO_2821_From_20060320_to_20060417,Tropical Cyclone,Australia,2.0,1142812800000
9992704052.664062,5.434769,-75.597465,130,60000,1149206400000,DFO_2823_From_20060322_to_20060602,Heavy rain,Colombia,1.0,1142985600000
615938002.6484375,-27.439685,24.826774,6,4160,1143676800000,DFO_2825_From_20060326_to_20060330,Heavy rain,South Africa,1.0,1143331200000
6741880934.265625,48.666377,19.084362,3,6020,1147132800000,DFO_2827_From_20060328_to_20060509,Snowmelt,Slovakia,2.0,1143504000000
39527226740.22656,47.00354,-96.893649,1,0,1145923200000,DFO_2829_From_20060330_to_20060425,Rain and snowmelt,USA,1.0,1143676800000
5286990056.527344,45.262129,20.749322,0,1500,1147305600000,DFO_2832_From_20060404_to_20060511,Snowmelt,Serbia-Montenegro,2.0,1144108800000
2195532015.328125,37.691104,-120.675334,1,600,1145232000000,DFO_2834_From_20060404_to_20060417,Heavy rain,USA,1.0,1144108800000
6269234479.359375,44.497607,23.866873,0,17000,1148428800000,DFO_2839_From_20060407_to_20060524,Rain and snowmelt,Romania,2.0,1144368000000
13052710868.710938,49.849262,-96.953115,0,40,1147132800000,DFO_2841_From_20060411_to_20060509,Rain and snowmelt,Canada,1.0,1144713600000
41144572943.30859,50.775179,87.143833,0,420,1149033600000,DFO_2851_From_20060421_to_20060531,Snowmelt,Russia,1.0,1145577600000
9566605359.292969,52.53358,-82.087401,0,2000,1149033600000,DFO_2852_From_20060422_to_20060531,Snowmelt,Canada,2.0,1145664000000
3596416113.703125,18.367934,94.945666,21,800,1146787200000,DFO_2859_From_20060429_to_20060505,Tropical Cyclone,Burma,1.0,1146268800000
5416479132.136719,18.18105,100.149202,79,2000,1149984000000,DFO_2867_From_20060522_to_20060611,Monsoonal rain,Thailand,2.0,1148256000000
146954127.3515625,36.962812,-88.585836,6,0,1148774400000,DFO_2871_From_20060525_to_20060528,Brief torrential rain,USA,1.0,1148515200000
22157083919.42578,26.599281,94.024532,21,600000,1153699200000,DFO_2879_From_20060531_to_20060724,Monsoonal rain,India,1.0,1149033600000
362468775.69921875,-5.166664,120.107435,291,7580,1151020800000,DFO_2890_From_20060619_to_20060623,Heavy rain,Indonesia,1.0,1150675200000
11270142909.320312,25.615074,83.671273,160,0,1154563200000,DFO_2894_From_20060624_to_20060803,Monsoonal rain,India,1.0,1151107200000
1229044172.0390625,-3.285772,115.489611,26,3000,1151539200000,DFO_2896_From_20060625_to_20060629,Heavy rain,Indonesia,1.0,1151193600000
8020164880.375,28.470782,105.730409,50,10000,1152316800000,DFO_2900_From_20060628_to_20060708,Heavy rain,China,1.0,1151452800000
6738660859.675781,22.411409,71.309729,24,8400,1152230400000,DFO_2911_From_20060704_to_20060707,Heavy rain,India,1.0,1151971200000
14236757.72265625,33.056169,69.948565,23,50,1152748800000,DFO_2916_From_20060709_to_20060713,Heavy rain,Pakistan,1.0,1152403200000
10664866186.929688,47.733436,128.901206,0,4000,1152748800000,DFO_2919_From_20060711_to_20060713,Heavy rain,China,1.0,1152576000000
4409075855.566406,24.003504,112.108469,629,2450000,1153267200000,DFO_2921_From_20060711_to_20060719,Tropical Cyclone,Philippines,2.0,1152576000000
1012579279.7558594,50.791203,106.524637,0,6000,1152835200000,DFO_2923_From_20060712_to_20060714,Heavy rain,Russia,1.0,1152662400000
2099896826.3320312,39.035519,106.588178,1,1200,1153094400000,DFO_2924_From_20060714_to_20060717,Monsoonal rain,China,1.0,1152835200000
5568050016.203125,34.609786,73.199799,248,0,1156204800000,DFO_2931_From_20060724_to_20060822,Monsoonal rain,Pakistan,1.0,1153699200000
29195818662.851562,20.194292,73.824174,457,140000,1158019200000,DFO_2935_From_20060728_to_20060912,Monsoonal rain,India,2.0,1154044800000
13297394275.425781,18.104598,81.52884,185,2000000,1157846400000,DFO_2940_From_20060801_to_20060910,Monsoonal rain,India,1.0,1154390400000
2768192311.9960938,14.421787,-1.02134,4,70000,1160524800000,DFO_2947_From_20060803_to_20061011,Heavy rain,Burkina Faso,1.0,1154563200000
4704690363.855469,17.764156,106.149356,42,50000,1157155200000,DFO_2948_From_20060812_to_20060902,Heavy rain,Vietnam,1.0,1155340800000
41579987426.74609,11.061775,104.674574,68,33000,1162339200000,DFO_2949_From_20060810_to_20061101,Monsoonal rain,Cambodia,1.0,1155168000000
24495331771.789062,18.76445,100.017133,195,2000000,1165968000000,DFO_2951_From_20060820_to_20061213,Monsoonal rain,Thailand,2.0,1156032000000
972305346.6601562,1.384461,34.275807,3,1680,1156118400000,DFO_2952_From_20060812_to_20060821,Heavy rain,Uganda,1.0,1155340800000
6391613092.535156,28.694093,81.305997,60,80000,1158105600000,DFO_2954_From_20060826_to_20060913,Monsoonal rain,Nepal,2.0,1156550400000
140321492.4921875,3.104364,45.444397,5,0,1160438400000,DFO_2955_From_20060824_to_20061010,Monsoonal rain,Somalia,1.0,1156377600000
4233253860.1992188,27.585296,81.51737,42,50000,1157328000000,DFO_2956_From_20060829_to_20060904,Monsoonal rain,India,1.0,1156809600000
465026665.29296875,34.69552,102.681828,15,0,1156982400000,DFO_2957_From_20060830_to_20060831,Brief torrential rain,China,1.0,1156896000000
2674754935.3867188,32.886368,73.884164,39,3000,1157932800000,DFO_2958_From_20060831_to_20060911,Monsoonal rain,India,1.0,1156982400000
120286294.38671875,34.74398,-77.870731,0,140,1157587200000,DFO_2959_From_20060902_to_20060907,Tropical Cyclone,USA,1.0,1157155200000
18285215323.035156,23.229479,89.272707,0,0,1158710400000,DFO_2961_From_20060824_to_20060920,Monsoonal rain,Bangladesh,1.0,1156377600000
988699319.9882812,24.466242,-107.038656,4,7000,1158537600000,DFO_2963_From_20060916_to_20060918,Monsoonal rain,Mexico,1.0,1158364800000
38395296.6015625,32.74227,66.125268,50,0,1164067200000,DFO_2995_From_20061119_to_20061121,Heavy rain,Afghanistan,1.0,1163894400000
14996403944.527344,10.329669,106.735524,526,82915,1165536000000,DFO_3002_From_20061130_to_20061208,Heavy rain,Philippines,1.0,1164844800000
30148302.2734375,6.844545,81.662316,0,40000,1166572800000,DFO_3004_From_20061217_to_20061220,Heavy rain,Sri Lanka,1.0,1166313600000
2200207431.0273438,-9.184872,-75.990348,6,46000,1170374400000,DFO_3007_From_20061226_to_20070202,Heavy rain,Peru,1.0,1167091200000
1148324356.6875,7.711826,125.216707,6,24508,1169596800000,DFO_3014_From_20070110_to_20070124,Heavy rain,Philippines,1.0,1168387200000
120135401.24609375,6.706132,80.946642,18,61281,1168905600000,DFO_3016_From_20070112_to_20070116,Monsoonal rain,Sri Lanka,1.0,1168560000000
31650880867.089844,-16.973776,-61.960201,41,62687,1177977600000,DFO_3019_From_20070110_to_20070501,Heavy rain,Bolivia,1.5,1168387200000
2464172344.5703125,35.270227,69.668198,6,0,1176854400000,DFO_3055_From_20070417_to_20070418,Heavy rain,Afghanistan,1.0,1176768000000
19788646.5703125,39.332759,99.801771,0,5500,1177113600000,DFO_3058_From_20070419_to_20070421,"Dam/Levy, break or release",China,1.0,1176940800000
1840128089.0273438,37.006303,70.73155,36,0,1178236800000,DFO_3061_From_20070423_to_20070504,Heavy rain,Afghanistan,1.0,1177286400000
3270837526.390625,-0.860079,114.779037,0,3000,1180051200000,DFO_3065_From_20070501_to_20070525,Heavy rain,Indonesia,1.0,1177977600000
202189389.7109375,6.494672,80.082226,16,125000,1178496000000,DFO_3067_From_20070502_to_20070507,Heavy rain,Sri Lanka,1.0,1178064000000
2138188427.8320312,16.908898,96.131258,5,0,1178668800000,DFO_3068_From_20070504_to_20070509,Heavy rain,Burma,1.0,1178236800000
8025252096.558594,40.434191,-95.238199,2,1000,1179446400000,DFO_3070_From_20070506_to_20070518,Heavy rain,USA,1.0,1178409600000
7329630660.027344,-32.765868,-55.802561,2,12000,1180051200000,DFO_3071_From_20070504_to_20070525,Heavy rain,Uruguay,1.5,1178236800000
4360319523.511719,17.211479,100.338679,0,1000,1179705600000,DFO_3073_From_20070511_to_20070521,Heavy rain,Thailand,1.0,1178841600000
35354954196.23242,62.336386,130.45858,0,7000,1181692800000,DFO_3075_From_20070513_to_20070613,Snowmelt,Russia,1.0,1179014400000
51648837699.4668,56.937226,85.839433,0,640,1181692800000,DFO_3076_From_20070511_to_20070613,Snowmelt,Russia,1.0,1178841600000
516884787.39453125,-3.59393,39.762126,5,8500,1181779200000,DFO_3078_From_20070515_to_20070614,Heavy rain,Kenya,1.0,1179187200000
199158511.03515625,26.870875,105.414298,3,0,1179705600000,DFO_3079_From_20070520_to_20070521,Heavy rain,China,1.0,1179619200000
2975060970.7460938,7.378356,-75.426149,14,3000,1182902400000,DFO_3080_From_20070519_to_20070627,Heavy rain,Colombia,1.0,1179532800000
3015574971.2617188,-0.1883,116.91957,4,60000,1181001600000,DFO_3081_From_20070515_to_20070605,Heavy rain,Indonesia,1.0,1179187200000
1126414913.3945312,30.24335,-98.664531,6,100,1180396800000,DFO_3083_From_20070524_to_20070529,Heavy rain,USA,1.0,1179964800000
106707316.26171875,30.282138,107.778235,43,112000,1180137600000,DFO_3084_From_20070524_to_20070526,Heavy rain,China,1.0,1179964800000
602773666.8242188,42.523179,24.501635,2,0,1181088000000,DFO_3085_From_20070522_to_20070606,Heavy rain,Bulgaria,1.0,1179792000000
109823974.734375,19.547861,-71.053795,11,20000,1180828800000,DFO_3089_From_20070530_to_20070603,Heavy rain,Dominican Republic,1.0,1180483200000
1691651698.6816406,54.178882,-125.032794,0,500,1181779200000,DFO_3092_From_20070606_to_20070614,Snowmelt,Canada,1.5,1181088000000
