area,center_lat,center_lon,dead,displaced,end_date,id,main_cause,primary_country,severity,start_date
16252754445.707031,26.292801,112.355385,600,3170000,1187308800000,DFO_3094_From_20070606_to_20070817,Heavy rain,China,1.5,1181088000000
490435358.75,-32.865398,151.375371,9,5000,1181692800000,DFO_3095_From_20070608_to_20070613,Heavy rain,Australia,1.5,1181260800000
21608895486.03125,22.397464,91.953546,126,80000,1182643200000,DFO_3097_From_20070611_to_20070624,Monsoonal rain,Bangladesh,1.0,1181520000000
286438539.93359375,-33.327288,18.578084,0,6000,1181952000000,DFO_3098_From_20070607_to_20070616,Heavy rain,South Africa,1.5,1181174400000
22069204.76953125,52.523207,-0.759207,1,200,1182384000000,DFO_3099_From_20070615_to_20070621,Heavy rain,UK,1.0,1181865600000
434503866.73828125,26.948499,85.862693,0,400,1182124800000,DFO_3100_From_20070615_to_20070618,Monsoonal rain,Nepal,1.0,1181865600000
100615742.94921875,34.97581,72.225824,22,500,1182297600000,DFO_3101_From_20070616_to_20070620,Brief torrential rain,Pakistan,1.0,1181952000000
924860538.6757812,0.617594,123.095573,1,212,1182297600000,DFO_3103_From_20070616_to_20070620,Heavy rain,Indonesia,1.0,1181952000000
19718766406.88672,26.255772,94.018895,15,200000,1182816000000,DFO_3104_From_20070618_to_20070626,Monsoonal rain,India,1.0,1182124800000
518232306.98046875,14.944966,78.161545,127,200000,1183507200000,DFO_3107_From_20070622_to_20070704,Monsoonal rain,India,1.0,1182470400000
2085698715.6601562,35.278159,71.140741,113,4000,1183420800000,DFO_3109_From_20070624_to_20070703,Heavy rain,Afghanistan,1.0,1182643200000
18838293.48828125,53.881359,-0.913693,6,30000,1183420800000,DFO_3110_From_20070625_to_20070703,Heavy rain,UK,1.5,1182729600000
6252625279.28125,25.256271,67.90249,280,400000,1184889600000,DFO_3112_From_20070626_to_20070720,Tropical cyclone,Pakistan,1.0,1182816000000
5118723196.582031,32.836626,-97.165715,8,5000,1185148800000,DFO_3113_From_20070626_to_20070723,Heavy rain,USA,1.5,1182816000000
993848562.1328125,-37.936133,146.856476,1,300,1183507200000,DFO_3114_From_20070627_to_20070704,Heavy rain,Australia,1.5,1182902400000
3402110.8515625,33.753477,52.20192,12,0,1183075200000,DFO_3115_From_20070627_to_20070629,Brief torrential rain,Iran,1.5,1182902400000
1284053601.6640625,34.27492,71.869938,130,2000,1185062400000,DFO_3116_From_20070628_to_20070722,Heavy rain,Pakistan,1.0,1182988800000
8853350066.488281,20.053869,81.860109,29,50000,1184284800000,DFO_3118_From_20070630_to_20070713,Monsoonal rain,India,1.0,1183161600000
20520405.82421875,21.026348,77.523744,62,10000,1183680000000,DFO_3119_From_20070701_to_20070706,Monsoonal rain,India,1.0,1183248000000
2086534883.6171875,22.023056,72.24951,225,63000,1184284800000,DFO_3120_From_20070701_to_20070713,Monsoonal rain,India,1.0,1183248000000
54733158895.765625,22.63148,88.487108,958,3000000,1190419200000,DFO_3122_From_20070703_to_20070922,Monsoonal rain,India,1.5,1183420800000
8671543146.710938,12.907167,33.771445,150,200000,1191801600000,DFO_3123_From_20070703_to_20071008,Heavy rain,Sudan,1.0,1183420800000
8791130896.226562,18.52419,95.317389,0,3000,1185926400000,DFO_3125_From_20070706_to_20070801,Monsoonal rain,Burma,1.0,1183680000000
79704113.7109375,-35.805428,173.92898,0,600,1184284800000,DFO_3127_From_20070710_to_20070713,Heavy rain,New Zealand,1.5,1184025600000
65729924331.765625,27.577302,95.262997,96,11100000,1191974400000,DFO_3128_From_20070712_to_20071010,Monsoonal rain,India,1.0,1184198400000
5683994415.863281,43.090135,88.211962,29,38500,1186099200000,DFO_3132_From_20070714_to_20070803,Heavy rain,China,1.0,1184371200000
6778621098.609375,24.098428,100.163684,170,10000,1186963200000,DFO_3134_From_20070718_to_20070813,Heavy rain,China,1.0,1184716800000
80781159795.48047,23.916419,91.233643,1071,5000000,1192406400000,DFO_3136_From_20070721_to_20071015,Monsoonal rain,Bangladesh,1.0,1184976000000
112348342.01953125,52.071957,-2.101931,7,2100,1185753600000,DFO_3137_From_20070721_to_20070730,Heavy rain,UK,1.5,1184976000000
671030311.3554688,-3.279537,120.198324,15,2000,1186012800000,DFO_3141_From_20070725_to_20070802,Heavy rain,Indonesia,1.0,1185321600000
24980932316.796875,27.777213,84.080127,185,86000,1191283200000,DFO_3143_From_20070723_to_20071002,Monsoonal rain,Nepal,1.0,1185148800000
198025808.20703125,-34.09063,19.575347,0,38000,1186012800000,DFO_3144_From_20070727_to_20070802,Heavy rain,South Africa,1.0,1185494400000
0.0,11.453236,-4.386466,0,2000,1185926400000,DFO_3145_From_20070728_to_20070801,Heavy rain,Burkina Faso,1.0,1185580800000
6273411466.410156,8.331411,34.499977,17,42000,1191542400000,DFO_3146_From_20070729_to_20071005,Heavy rain,Ethiopia,1.0,1185667200000
185428072.48046875,12.342909,108.198166,74,10000,1187308800000,DFO_3149_From_20070803_to_20070817,Heavy rain,Vietnam,1.5,1186099200000
9702157676.140625,20.452499,86.19782,15,20000,1188172800000,DFO_3150_From_20070803_to_20070827,Monsoonal rain,India,1.0,1186099200000
4649760221.3828125,10.292106,11.74837,101,140000,1192924800000,DFO_3151_From_20070804_to_20071021,Heavy rain,Nigeria,1.0,1186185600000
238562.61328125,16.546328,-11.322438,2,15820,1188950400000,DFO_3153_From_20070807_to_20070905,Heavy rain,Mauritania,1.0,1186444800000
2781557599.4921875,22.682373,70.925042,12,0,1187136000000,DFO_3160_From_20070808_to_20070815,Monsoonal rain,India,1.0,1186531200000
2879008369.5507812,36.36925,118.71867,26,70000,1186876800000,DFO_3161_From_20070809_to_20070812,Heavy rain,China,1.0,1186617600000
1899012107.1953125,26.019152,68.825675,35,0,1186963200000,DFO_3162_From_20070810_to_20070813,Monsoonal rain,Pakistan,1.0,1186704000000
7275370907.21875,31.238835,76.526785,76,15000,1187308800000,DFO_3164_From_20070812_to_20070817,Monsoonal rain,India,1.0,1186876800000
189384753.9140625,35.951294,74.338164,22,0,1187049600000,DFO_3165_From_20070812_to_20070814,Heavy rain,Pakistan,1.0,1186876800000
7644065179.8203125,13.037658,0.612005,153,540000,1191974400000,DFO_3166_From_20070726_to_20071010,Heavy rain,Ghana,1.5,1185408000000
113473212.40234375,9.644602,15.109633,3,3000,1187136000000,DFO_3167_From_20070809_to_20070815,Heavy rain,Chad,1.0,1186617600000
3137621565.921875,13.279945,105.882012,2,19000,1187913600000,DFO_3168_From_20070810_to_20070824,Monsoonal rain,Cambodia,1.5,1186704000000
14314455947.859375,16.962415,95.17279,2,40000,1191456000000,DFO_3169_From_20070814_to_20071004,Monsoonal rain,Burma,1.0,1187049600000
2972410805.359375,0.88127,34.275893,52,520000,1193788800000,DFO_3170_From_20070815_to_20071031,Heavy rain,Uganda,1.5,1187136000000
3109099170.9414062,36.862195,-94.637911,26,2800,1188172800000,DFO_3171_From_20070816_to_20070827,Heavy rain,USA,1.5,1187222400000
2089488350.3085938,11.543839,19.049369,12,170000,1191196800000,DFO_3179_From_20070825_to_20071001,Heavy rain,Chad,1.0,1188000000000
587040082.265625,15.474457,-13.967824,1,0,1190246400000,DFO_3180_From_20070831_to_20070920,Heavy rain,Senegal,1.0,1188518400000
46335560.48828125,2.978113,45.426922,4,8000,1191456000000,DFO_3183_From_20070901_to_20071004,Heavy rain,Somalia,1.0,1188604800000
2214668234.1835938,21.846197,-98.494275,102,90000,1189555200000,DFO_3184_From_20070904_to_20070912,Tropical cyclone,Nicaragua,1.0,1188864000000
22064706795.628906,16.81984,102.480218,10,17000,1194652800000,DFO_3188_From_20070905_to_20071110,Monsoonal rain,Thailand,1.0,1188950400000
3710881367.7695312,15.706741,79.877978,94,20000,1191715200000,DFO_3191_From_20070916_to_20071007,Monsoonal rain,India,1.0,1189900800000
243889991.765625,46.25748,14.032553,6,0,1190246400000,DFO_3193_From_20070918_to_20070920,Heavy rain,Slovenia,1.0,1190073600000
9915305546.238281,20.909634,86.403285,80,400000,1191801600000,DFO_3195_From_20070922_to_20071008,Heavy rain,India,1.0,1190419200000
625264242.9375,34.945481,5.788494,18,0,1190592000000,DFO_3197_From_20070921_to_20070924,Heavy rain,Algeria,1.0,1190332800000
4471052146.5078125,-30.251602,-52.671442,4,4000,1191283200000,DFO_3198_From_20070924_to_20071002,Heavy rain,Brazil,1.0,1190592000000
788902839.1484375,20.931615,-97.850589,5,33000,1191196800000,DFO_3199_From_20070928_to_20071001,Tropical cyclone,Mexico,1.0,1190937600000
2861156700.9101562,10.984041,-85.437919,37,10000,1193356800000,DFO_3205_From_20071012_to_20071026,Heavy rain,Costa Rica,1.0,1192147200000
12627205226.992188,24.721405,93.970474,2,30000,1193184000000,DFO_3208_From_20071017_to_20071024,Heavy rain,India,1.5,1192579200000
28839778509.671875,11.010928,105.514427,3,280000,1195171200000,DFO_3210_From_20071020_to_20071116,Heavy rain,Vietnam,1.0,1192838400000
6984860250.636719,7.893549,-74.906313,90,266000,1197244800000,DFO_3212_From_20071001_to_20071210,Heavy rain,Colombia,1.0,1191196800000
39463441.5546875,-4.367631,15.381497,30,3500,1193788800000,DFO_3214_From_20071025_to_20071031,Heavy rain,Democratic Republic of Congo,1.0,1193270400000
480292677.84375,13.357486,123.381184,20,0,1193961600000,DFO_3216_From_20071027_to_20071102,Heavy rain,Philippines,1.0,1193443200000
2790282150.703125,12.725021,79.700186,29,50000,1193875200000,DFO_3217_From_20071027_to_20071101,Heavy rain,India,1.0,1193443200000
3835621733.25,18.877688,-70.37761,142,94000,1194652800000,DFO_3218_From_20071028_to_20071110,Tropical cyclone,Dominican Republic,1.0,1193529600000
5538389801.957031,16.320817,107.359696,70,94000,1194566400000,DFO_3219_From_20071028_to_20071109,Heavy rain,Vietnam,1.0,1193529600000
4509367137.394531,17.669263,-92.412998,19,800000,1196467200000,DFO_3220_From_20071028_to_20071201,Heavy rain,Mexico,1.5,1193529600000
1117905083.5976562,34.823387,3.241937,4,0,1193961600000,DFO_3221_From_20071030_to_20071102,Heavy rain,Algeria,1.0,1193702400000
14615418370.605469,22.610398,90.150761,3447,3000000,1196467200000,DFO_3226_From_20071115_to_20071201,Tropical cyclone,Bangladesh,1.0,1195084800000
908088671.671875,-2.153931,40.249179,0,6000,1197763200000,DFO_3235_From_20071121_to_20071216,Heavy rain,Kenya,1.0,1195603200000
403947492.5625,-26.920707,145.666659,0,0,1197849600000,DFO_3237_From_20071201_to_20071217,Heavy rain,Australia,1.0,1196467200000
314772107.8359375,18.931619,-71.02997,36,62000,1197849600000,DFO_3239_From_20071211_to_20071217,Tropical cyclone,Dominican Republic,1.0,1197331200000
1639662904.0703125,-19.063406,34.356451,3,10000,1199318400000,DFO_3242_From_20071211_to_20080103,Heavy rain,Mozambique,1.0,1197331200000
516087455.9453125,7.721921,81.39874,0,250000,1199145600000,DFO_3243_From_20071216_to_20080101,Monsoonal rain,Sri Lanka,1.0,1197763200000
3919005695.5,-17.662221,-65.301452,8,20000,1198800000000,DFO_3246_From_20071215_to_20071228,Heavy rain,Bolivia,1.0,1197676800000
697523261.234375,-30.29325,148.213152,0,0,1199059200000,DFO_3247_From_20071222_to_20071231,Heavy rain,Australia,1.0,1198281600000
78234994.875,-7.54216,111.332593,153,50000,1199318400000,DFO_3249_From_20071225_to_20080103,Heavy rain,Indonesia,1.5,1198540800000
1851560515.6992188,-6.224835,106.827557,0,1000,1199577600000,DFO_3251_From_20080102_to_20080106,Heavy rain,Indonesia,1.0,1199232000000
260542953.12890625,-28.442729,152.869795,1,3000,1199836800000,DFO_3252_From_20080103_to_20080109,Heavy rain,Australia,1.5,1199318400000
381105912.65625,6.905842,81.75742,0,240000,1200441600000,DFO_3254_From_20080107_to_20080116,Heavy rain,Sri Lanka,1.0,1199664000000
1679129891.421875,-24.495664,-47.877655,4,15000,1201305600000,DFO_3256_From_20080112_to_20080126,Heavy rain,Brazil,1.0,1200096000000
9124900307.320312,-20.398572,144.558883,0,3200,1201824000000,DFO_3257_From_20080114_to_20080201,Heavy rain,Australia,2.0,1200268800000
2199625104.0,52.91582,-1.647855,0,300,1201305600000,DFO_3259_From_20080115_to_20080126,Heavy rain,UK,2.0,1200355200000
7547705317.535156,-1.247285,-79.65779,51,265000,1209600000000,DFO_3263_From_20080130_to_20080501,Heavy rain,Ecuador,2.0,1201651200000
37319466327.77344,-10.111158,-73.012376,26,45000,1210118400000,DFO_3267_From_20080204_to_20080507,Heavy rain,Peru,1.0,1202083200000
1458086546.6445312,40.85066,-86.837365,0,150,1202774400000,DFO_3268_From_20080206_to_20080212,Rain and snowmelt,USA,1.5,1202256000000
857200879.3046875,-22.464671,149.539448,2,1000,1203984000000,DFO_3270_From_20080213_to_20080226,Heavy rain,Australia,2.0,1202860800000
1525275209.890625,-6.260593,107.286313,0,10000,1205452800000,DFO_3271_From_20080214_to_20080314,Heavy rain,Indonesia,1.0,1202947200000
30683517893.023438,-14.955531,23.793937,4,15000,1209600000000,DFO_3272_From_20080209_to_20080501,Heavy rain,Zambia,1.0,1202515200000
883198235.3359375,8.535518,125.935234,54,873000,1205280000000,DFO_3273_From_20080212_to_20080312,Heavy rain,Philippines,1.0,1202774400000
2376966970.25,-18.692889,46.898414,93,191000,1204675200000,DFO_3274_From_20080217_to_20080305,Tropical cyclone,Madagascar,1.0,1203206400000
15837191.4375,32.110967,-7.113617,4,0,1204156800000,DFO_3279_From_20080226_to_20080228,Heavy rain,Morocco,1.0,1203984000000
1911827060.5195312,-7.126871,112.368479,3,12000,1207180800000,DFO_3280_From_20080301_to_20080403,Heavy rain,Indonesia,1.0,1204329600000
2107265203.9570312,39.414227,106.735298,0,13700,1207008000000,DFO_3282_From_20080303_to_20080401,Ice jam/break-up,China,1.5,1204502400000
28812474524.671875,36.22662,-89.152166,18,1000,1209686400000,DFO_3285_From_20080317_to_20080502,Rain and snowmelt,USA,1.5,1205712000000
108887023.96875,2.826905,37.67228,2,10000,1207094400000,DFO_3287_From_20080320_to_20080402,Heavy rain,Kenya,1.0,1205971200000
7518146550.621094,-5.359342,-42.68427,36,190000,1208822400000,DFO_3291_From_20080330_to_20080422,Heavy rain,Brazil,1.0,1206835200000
2462835928.2929688,-8.546018,36.457048,0,800,1210896000000,DFO_3294_From_20080411_to_20080516,Heavy rain,Tanzania,1.0,1207872000000
209287105.3046875,-31.891221,152.547733,0,0,1209254400000,DFO_3297_From_20080424_to_20080427,Heavy rain,Australia,1.0,1208995200000
1989191356.3710938,52.152966,-81.961098,0,2000,1209600000000,DFO_3298_From_20080426_to_20080501,Ice jam/break-up,Canada,1.0,1209168000000
1250979232.7773438,46.35384,-67.344537,0,2500,1210118400000,DFO_3300_From_20080425_to_20080507,Rain and snowmelt,USA,1.5,1209081600000
588989855.4960938,30.865786,113.026318,3,351,1209945600000,DFO_3301_From_20080502_to_20080505,Heavy rain,China,1.0,1209686400000
10055920084.128906,16.821377,95.971541,100000,1500000,1211414400000,DFO_3302_From_20080503_to_20080522,Tropical cyclone,Burma,1.5,1209772800000
504468454.39453125,7.095196,124.997828,1,50000,1211068800000,DFO_3305_From_20080510_to_20080518,Tropical cyclone,Philippines,1.0,1210377600000
40745110636.16211,60.500484,130.539955,0,700,1211673600000,DFO_3306_From_20080512_to_20080525,Ice jam/break-up,Russia,1.0,1210550400000
1134538920.6875,6.634685,-74.070085,0,400,1211932800000,DFO_3311_From_20080527_to_20080528,Heavy rain,Columbia,1.0,1211846400000
1834235414.9648438,26.399977,93.754969,0,0,1211932800000,DFO_3312_From_20080524_to_20080528,Heavy rain,India,1.0,1211587200000
419463976.1953125,-30.912895,29.870449,0,4000,1214092800000,DFO_3323_From_20080619_to_20080622,Heavy Rain,South Africa,1.5,1213833600000
1121737690.0078125,23.542432,112.303824,0,0,1214524800000,DFO_3325_From_20080624_to_20080627,Tropical  Storm Fenshen,China,1.5,1214265600000
15152438384.679688,25.241123,90.120056,350,70000,1215993600000,DFO_3327_From_20080705_to_20080714,Monsoon Rain,India,1.5,1215216000000
50820548.5859375,35.5,6.15,12,0,1215734400000,DFO_3331_From_20080706_to_20080711,Heavy Rain,Mexico,1.5,1215302400000
1452742376.46875,21.359684,-98.14869,3,0,1216166400000,DFO_3332_From_20080715_to_20080716,Heavy Rain,Algeria,1.0,1216080000000
1563922063.3554688,29.795554,-102.791302,1,180,1217289600000,DFO_3336_From_20080721_to_20080729,"Tropical Cyclone ""Dolly""",Mexico,2.0,1216598400000
17213193953.460938,27.49945,89.78715,142,225000,1218153600000,DFO_3338_From_20080720_to_20080808,monsoonal rainfall,India,2.0,1216512000000
273166526.7109375,23.346289,120.975437,4,76000,1217289600000,DFO_3339_From_20080728_to_20080729,"Tropical Storm ""Fung-wong""",Philippines,2.0,1217203200000
2060684366.3378906,64.276859,-151.020483,0,0,1218412800000,DFO_3340_From_20080730_to_20080811,heavy rain,USA,2.0,1217376000000
8662464315.804688,32.555928,114.4146,0,93000,1218153600000,DFO_3345_From_20080728_to_20080808,Tropical Storm Fung-Wong,China,2.0,1217203200000
304055461.29296875,9.288888,15.454963,0,0,1218153600000,DFO_3348_From_20080802_to_20080808,Torrential rain,Chad,1.0,1217635200000
381528075.515625,16.652289,81.380061,74,0,1218412800000,DFO_3356_From_20080805_to_20080811,Heavy monsoon rains,India,1.5,1217894400000
1957818489.6484375,30.738475,72.634688,37,90752,1219190400000,DFO_3359_From_20080809_to_20080820,Heavy monsoon rains,Pakistan,1.5,1218240000000
4980550673.6171875,17.310893,103.661002,130,4000,1219190400000,DFO_3360_From_20080811_to_20080820,Tropical Storm Kammuri; Heavy monso,Thailand,2.0,1218412800000
31158414114.953125,26.950613,84.923215,400,10000000,1222214400000,DFO_3365_From_20080818_to_20080924,Heavy monsoon rains,Nepal,2.0,1219017600000
4489251727.996094,29.657004,-82.858657,12,400,1219881600000,DFO_3366_From_20080820_to_20080828,Tropical Storm Fay,USA,2.0,1219190400000
256032813.0546875,7.584802,33.314626,3,18000,1219881600000,DFO_3367_From_20080820_to_20080828,Heavy seasonal rains,Ethiopia,1.5,1219190400000
65557527.82421875,9.233101,18.350292,0,200000,1219622400000,DFO_3368_From_20080720_to_20080825,Heavy seasonal rains,Chad,1.5,1216512000000
1037371755.296875,31.341302,-92.492978,0,0,1220313600000,DFO_3370_From_20080901_to_20080902,Hurricane Gustav,USA,1.5,1220227200000
36607203587.1875,25.028785,90.210026,0,600000,1220832000000,DFO_3371_From_20080830_to_20080908,Monsoon Rains,Bangladesh,1.5,1220054400000
16973095730.84375,27.044183,94.55033,900,1000000,1220832000000,DFO_3372_From_20080830_to_20080908,Monsoon Rains,India,1.5,1220054400000
19341956885.33203,20.95224,84.406372,2400,0,1222646400000,DFO_3382_From_20080922_to_20080929,Dam release and Heavy  Rain,India,2.0,1222041600000
15067759777.734375,30.521816,78.938377,49,13000,1222646400000,DFO_3383_From_20080922_to_20080929,Monsoonal Rain,Nepal,2.0,1222041600000
7946587446.738281,17.821344,103.176582,0,0,1223078400000,DFO_3384_From_20080911_to_20081004,Monsoonal Rain,Thailand,1.5,1221091200000
27075978.5625,4.0,41.9,3,10000,1224115200000,DFO_3394_From_20081014_to_20081016,Heavy Rain,Kenya,1.0,1223942400000
103236029.7421875,0.82945,43.05953,11,500,1227139200000,DFO_3404_From_20081116_to_20081120,Heavy Rain,Ethiopia,1.0,1226793600000
56836704.05078125,-33.011852,20.903477,0,100,1226880000000,DFO_3405_From_20081112_to_20081117,Heavy Rain,South Africa,1.0,1226448000000
669607909.53125,8.57029,80.799315,61,171000,1228348800000,DFO_3413_From_20081122_to_20081204,Tropical Cyclone,Sri Lanka,2.0,1227312000000
4951358634.1015625,8.998918,-74.231814,2,0,1229212800000,DFO_3421_From_20081213_to_20081214,Brief Torrential Rain,UK,1.0,1229126400000
339726494.1953125,7.080294,-58.576642,76,1200000,1231718400000,DFO_3422_From_20081213_to_20090112,Heavy Rain,Columbia,1.5,1229126400000
103234141.21484375,-3.329274,103.139065,0,0,1230422400000,DFO_3425_From_20081226_to_20081228,Heavy Rain,Indonesia,1.0,1230249600000
800537992.0078125,-22.923757,34.027698,24,0,1231718400000,DFO_3426_From_20081226_to_20090112,Heavy Rain,Mozambique,1.0,1230249600000
2052032259.4726562,8.447826,125.039978,25,3500,1232323200000,DFO_3427_From_20081228_to_20090119,Heavy Rain,Philippines,1.0,1230422400000
6353528487.6484375,-16.596371,-44.891115,11,0,1232064000000,DFO_3436_From_20090108_to_20090116,Heavy Rain,Brazil,1.0,1231372800000
1147174024.75,7.121116,124.958334,11,0,1233014400000,DFO_3437_From_20090120_to_20090127,Heavy Rain,Philippines,1.0,1232409600000
1258130063.2695312,-17.688355,46.519178,33,0,1233014400000,DFO_3441_From_20090126_to_20090127,Heavy Rain,Madagascar,1.0,1232928000000
525544583.6328125,9.897,122.968272,0,2000,1234396800000,DFO_3444_From_20090202_to_20090212,Heavy Rain,Philippines,1.0,1233532800000
1629212291.625,32.655173,-6.1614,5,0,1234137600000,DFO_3445_From_20090207_to_20090209,Heavy Rain,Morocco,2.0,1233964800000
284448557.875,19.28092,-70.083294,24,2000,1234396800000,DFO_3446_From_20090201_to_20090212,Heavy Rain,Dominican Republic,1.5,1233446400000
8597015955.925781,-24.148411,-64.291696,0,0,1234396800000,DFO_3448_From_20090207_to_20090212,Heavy Rain and Snowmelt,Argentina,1.5,1233964800000
2569188051.9335938,4.36564,-76.514393,0,3000,1234742400000,DFO_3452_From_20090212_to_20090216,Heavy Rain,Colombia,1.5,1234396800000
789702622.96875,-9.840357,14.147469,1,300,1234828800000,DFO_3454_From_20090215_to_20090217,Heavy Rain,Angola,1.0,1234656000000
45041899590.02344,-18.759929,-62.617998,0,0,1234742400000,DFO_3457_From_20090201_to_20090216,Heavy Rain,Bolivia,1.0,1233446400000
930706355.8359375,-17.076028,16.678415,0,0,1236556800000,DFO_3462_From_20090304_to_20090309,Heavy Rain,Angola,1.0,1236124800000
9638064968.191406,48.249115,-97.030805,1,330,1237420800000,DFO_3464_From_20090317_to_20090319,Heavy Rain,USA,1.0,1237248000000
686832919.0429688,-1.20654,100.730585,0,5000,1240185600000,DFO_3465_From_20090324_to_20090420,Snowmelt and Heavy Rain,Indonesia,2.0,1237852800000
21897554631.578125,-18.75993,24.230467,99,1600,1238112000000,DFO_3467_From_20090327_to_20090327,"Dam Break, Heavy Rain",Zambia,1.0,1238112000000
1110479356.0585938,29.670077,-95.515298,0,20000,1240790400000,DFO_3474_From_20090417_to_20090427,Heavy Rain,USA,1.0,1239926400000
21906027096.710938,65.435109,-142.302224,39,408000,1242259200000,DFO_3476_From_20090422_to_20090514,Heavy Rain,USA,2.0,1240358400000
2111619956.1601562,22.163962,89.086148,21,15000,1242345600000,DFO_3485_From_20090420_to_20090515,Heavy Rain,Bangladesh,1.5,1240185600000
2186428496.3046875,13.417883,-88.641921,8,106000,1245628800000,DFO_3490_From_20090619_to_20090622,Heavy Rain,Guatamala,1.0,1245369600000
7418478298.4921875,-16.698427,23.311965,13,0,1246147200000,DFO_3493_From_20090621_to_20090628,Heavy Rain,Botswana,1.5,1245542400000
2536035473.1445312,20.674,104.302,0,0,1246406400000,DFO_3494_From_20090510_to_20090701,Heavy Rain,Vietnam,1.0,1241913600000
2662402880.0,25.256217,89.086147,20,700000,1246838400000,DFO_3495_From_20090703_to_20090706,Torrential Rain,Bangladesh,1.0,1246579200000
2315487237.1523438,27.481004,93.821488,6,0,1246838400000,DFO_3496_From_20090703_to_20090706,Torrential Rain,India,1.0,1246579200000
526757457.27734375,7.651799,125.366552,10,200000,1249344000000,DFO_3518_From_20090725_to_20090804,Torrential Rain,Philippines,1.5,1248480000000
7656293567.769531,26.817651,94.142952,0,300000,1251331200000,DFO_3530_From_20090818_to_20090827,Monsoon Rain,India,1.0,1250553600000
44651899.015625,14.576204,-16.8108,0,0,1251244800000,DFO_3531_From_20090824_to_20090826,Heavy Rain,Senegal,1.0,1251072000000
1948025169.5585938,16.454005,2.936762,12,300000,1251849600000,DFO_3534_From_20090810_to_20090902,Heavy Rain,Mauritania,1.0,1249862400000
587605319.46875,41.089986,28.950479,31,0,1252540800000,DFO_3536_From_20090907_to_20090910,Torrential Rain,Turkey,2.0,1252281600000
148491701.91015625,18.525716,-95.31119,0,0,1253318400000,DFO_3543_From_20090910_to_20090919,Heavy Rain,Mexico,2.0,1252540800000
5102963390.1875,34.364587,-84.840386,8,220,1254096000000,DFO_3544_From_20090921_to_20090928,Heavy Rain,USA,1.5,1253491200000
7014986873.308594,15.708107,78.232999,303,0,1255305600000,DFO_3551_From_20090925_to_20091012,Heavy Rain,India,2.0,1253836800000
1723773511.2617188,17.57569,121.422102,438,40000,1255737600000,DFO_3552_From_20091002_to_20091017,Typhoon Parma,Philippines,2.0,1254441600000
6812211093.9296875,29.81192,80.763928,45,0,1255305600000,DFO_3553_From_20091004_to_20091012,Heavy Rain,Nepal,2.0,1254614400000
459912012.59765625,5.543563,6.509699,0,5000,1256515200000,DFO_3555_From_20091020_to_20091026,Heavy Rain,Nigeria,1.0,1255996800000
3412051391.7929688,-25.09294,-56.273697,0,0,1256688000000,DFO_3559_From_20091026_to_20091028,Heavy Rain,Paraguay,1.0,1256515200000
4699212722.378906,35.159532,-83.746543,0,0,1258070400000,DFO_3567_From_20091110_to_20091113,Tropical Storm Ida,USA,1.0,1257811200000
7136858019.375,-32.991891,-59.049562,0,1793,1258848000000,DFO_3572_From_20091114_to_20091122,Heavy Rain,Argentina,1.0,1258156800000
5102438485.375,-31.256979,-56.47781,12,22000,1260230400000,DFO_3577_From_20091121_to_20091208,Torrential Rain,Uruguay,1.5,1258761600000
4519549102.1484375,-30.950818,149.05823,0,1000,1263340800000,DFO_3590_From_20100101_to_20100113,"Heavy Rain, Tropical Cycl",Australia,1.5,1262304000000
1718038498.9726562,41.466448,20.082834,0,1500,1263340800000,DFO_3591_From_20100104_to_20100113,Heavy Rain,Albania,1.5,1262563200000
1308296571.796875,19.943334,-99.003563,41,20000,1266019200000,DFO_3602_From_20100126_to_20100213,Heavy Rain,Mexico,1.0,1264464000000
2301779887.7851562,41.160287,27.338848,0,0,1266624000000,DFO_3607_From_20100213_to_20100220,Heavy Rain,Bulgaria,1.0,1266019200000
18805761913.085938,-26.215529,147.95605,0,0,1268784000000,DFO_3615_From_20100228_to_20100317,Heavy Rain,Australia,2.0,1267315200000
16024563119.558594,-16.091808,27.736857,0,115,1268784000000,DFO_3616_From_20100301_to_20100317,Heavy Rain,Zambia,1.0,1267401600000
244710597.8046875,32.893941,-86.379527,0,0,1268784000000,DFO_3622_From_20100310_to_20100317,Heavy Rain,USA,1.0,1268179200000
9543815418.394531,41.364394,-78.119123,0,0,1269388800000,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,USA,1.0,1268179200000
1793251891.9296875,39.486607,-74.872978,0,0,1269993600000,DFO_3629_From_20100327_to_20100331,Heavy Rain,USA,2.0,1269648000000
1326741115.09375,56.65203,24.797712,0,0,1269993600000,DFO_3630_From_20100327_to_20100331,Snowmelt,Latvia,1.0,1269648000000
1817552036.3242188,22.152795,89.509928,104,0,1270598400000,DFO_3633_From_20100327_to_20100407,Heavy Rain,Bangladesh,1.0,1269648000000
367767999.984375,43.466699,21.715692,0,0,1271894400000,DFO_3635_From_20100420_to_20100422,Heavy Rain,Serbia,1.0,1271721600000
10214398464.941406,26.316584,91.862265,0,300,1271808000000,DFO_3636_From_20100418_to_20100421,Heavy Rain,India,2.0,1271548800000
706081462.7109375,20.262252,-75.383247,0,84,1271808000000,DFO_3637_From_20100417_to_20100421,Heavy Rain,Cuba,1.0,1271462400000
3384595189.265625,-18.694176,23.231189,0,11000,1271808000000,DFO_3639_From_20100416_to_20100421,Heavy Rain,Namibia,1.0,1271376000000
